SampleID	Dim1	Dim2	Proba	Cohort
G440981379	-41.77213	51.58573	0.44245729087393965	GGMP
G440282156	-37.31456	35.612442	0.4716274201561197	GGMP
G445302391	50.633453	-16.376328	0.5276762488972416	GGMP
G441284501	-37.21267	37.98297	0.46894717991874907	GGMP
G441802178	-41.364952	55.46102	0.43655193582512	GGMP
G441303184	-20.875885	37.59885	0.46813167726751664	GGMP
G440981075	27.524546	11.513543	0.5224682295930809	GGMP
G440981246	-19.845867	36.480312	0.47639921040946953	GGMP
G441802504	-4.4639554	19.546015	0.46486559576583086	GGMP
G440981304	-32.257694	42.8098	0.48475951125071526	GGMP
G440981514	20.043531	-49.394478	0.5320323007963936	GGMP
G445224237	-27.873676	44.49812	0.4748433878128301	GGMP
G441284115	-14.922673	46.27753	0.44242273354548844	GGMP
G440104451	-3.639962	-6.2509575	0.46678423561598	GGMP
G445302434	-24.60838	59.451347	0.43574758404201347	GGMP
G440305434	-40.422775	56.023937	0.4377775435718001	GGMP
G440981229	-22.950571	36.685566	0.4794868028016864	GGMP
G440282487	33.146538	8.855501	0.4953819448186028	GGMP
G440205650	-0.91243434	-16.100594	0.4589774859015819	GGMP
G441424001	12.895135	-16.926851	0.4952831959787956	GGMP
G445224230	-34.51143	13.636205	0.5018060135809281	GGMP
G441303369	22.292486	52.533035	0.41750127389494246	GGMP
G441424572	10.801122	-44.140522	0.47704270301059587	GGMP
G445302093	25.82144	34.0726	0.4952774036685356	GGMP
G440104593	10.963553	-5.597024	0.4424084343778525	GGMP
G441424578	-32.49586	17.15557	0.4847562955909446	GGMP
G441284029	59.53432	-25.057405	0.5967841075315747	GGMP
G445302445	-31.856901	42.183598	0.4898107320735839	GGMP
G440282521	-4.0247307	-20.03546	0.4619530073336421	GGMP
G440883374	-28.97371	5.570288	0.5167041538909125	GGMP
G445302003	36.514156	-35.549484	0.5144328266786442	GGMP
G445302334	31.727905	-8.298946	0.4671009550821148	GGMP
G440883628	13.871262	22.940441	0.49120185077102235	GGMP
G440981109	-0.5230234	-2.2312098	0.467510617028248	GGMP
G441802206	32.691635	8.858095	0.49772388197683987	GGMP
G441802415	30.150692	-33.85237	0.494415437212968	GGMP
G445302055	21.09533	42.2926	0.4343362371810184	GGMP
G440981481	-24.612223	34.9333	0.4550350848244283	GGMP
G440205036	34.04801	-5.1307583	0.45845682197607324	GGMP
G440282620	-0.6489872	66.24339	0.411868448764541	GGMP
G440104127	13.248102	25.80086	0.4693094860604716	GGMP
G440883410	34.927853	33.365807	0.4474443690479099	GGMP
G441802122	-51.554497	2.3708255	0.5645614521717441	GGMP
G440305581	-20.266327	43.225563	0.45983224415068663	GGMP
G440104488	34.266636	-2.1639304	0.44705548221190977	GGMP
G445224551	-45.36665	47.893417	0.4484282293172745	GGMP
G445224012	40.967045	-36.655476	0.5463224979899244	GGMP
G440305139	16.331184	19.940372	0.46908883199923657	GGMP
G445302342	15.451242	64.26808	0.38677691891221055	GGMP
G441284334	-31.690037	41.59631	0.5007071304077114	GGMP
G441303630	-39.02149	37.232666	0.4664635080371073	GGMP
G440606479	36.8867	-24.771933	0.4917762562403095	GGMP
G441424197	-31.855108	-18.483053	0.5810121067361643	GGMP
G445224380	-31.415125	2.7357874	0.49448534391679916	GGMP
G440282126	24.622824	-1.5867386	0.42670804581469346	GGMP
G441502480	-18.359898	65.11197	0.42708244716444793	GGMP
G440883189	31.596571	6.6713653	0.49507338619069097	GGMP
G440282043	-25.870787	35.050846	0.4526778911020016	GGMP
G440981103	12.261858	-45.13297	0.5000249631702692	GGMP
G441303171	29.021263	4.4076447	0.4639929118862969	GGMP
G445224455	10.717113	23.35135	0.48424233027986413	GGMP
G440282500	37.275818	45.11458	0.4193634220745432	GGMP
G440883620	19.439367	-6.69959	0.4251860822261349	GGMP
G440606215	14.658413	-54.56717	0.5282671358599991	GGMP
G440606495	-20.031242	44.04043	0.4651673499157796	GGMP
G440606009	-18.429005	64.5576	0.43083896195375	GGMP
G440883066	-5.9179816	-42.49492	0.49238983176287776	GGMP
G441502430	27.39695	-57.96583	0.5312534385976065	GGMP
G441424514	-17.517895	-20.897598	0.5408749089699179	GGMP
G441802355	46.92819	-13.043508	0.4904413834229035	GGMP
G441284507	20.917702	51.87977	0.4175582060296352	GGMP
G441284076	-28.819084	5.952451	0.5161612955916343	GGMP
G441284031	22.955727	-61.85994	0.5590866607713716	GGMP
G440883343	-2.998245	51.187805	0.44092506432941375	GGMP
G440282407	-11.736237	-73.43954	0.5555593002045602	GGMP
G440104023	58.45355	-25.286999	0.590609257285196	GGMP
G440883019	-37.434536	33.131027	0.4882629593561672	GGMP
G445224383	20.361612	-55.325768	0.517607362302682	GGMP
G445302411	12.736155	-5.5168967	0.43461267345513643	GGMP
G440981477	-4.650264	49.477173	0.4532959802251838	GGMP
G440282035	-25.845984	-25.27012	0.5439452586592314	GGMP
G440606512	50.281334	-9.375729	0.5201701805059687	GGMP
G440282504	-4.8638635	-13.473767	0.4797135370668554	GGMP
G440305524	-26.374681	23.505787	0.45116215884455757	GGMP
G441303264	-53.8378	2.4186041	0.5670151103810145	GGMP
G441502220	-19.491508	67.0682	0.42252703150705545	GGMP
G440981154	18.554882	-45.569515	0.5218398730110746	GGMP
G440883271	-26.989698	22.958044	0.45936652541504375	GGMP
G441802533	31.648369	-9.673405	0.4694004833357944	GGMP
G445224419	31.62067	-27.218527	0.44681986667943774	GGMP
G441284640	-43.165527	13.04762	0.5110377680583468	GGMP
G441802486	2.4637058	26.158117	0.4358726913136344	GGMP
G440883337	-32.886505	-23.382702	0.5614100126318607	GGMP
G441303520	28.563335	30.10541	0.48323337413840495	GGMP
G445302392	12.313212	61.37827	0.39640021012340065	GGMP
G445224222	23.69498	35.60393	0.46797619511447086	GGMP
G440305290	33.83362	-30.564325	0.47273253737097093	GGMP
G440282324	41.07457	50.725464	0.41473303506288367	GGMP
G445302300	26.09261	14.599618	0.5044150201481478	GGMP
G445302475	-11.914375	46.10775	0.4509319880077917	GGMP
G440205427	11.323841	63.85108	0.3960121292338673	GGMP
G441802512	55.28483	-25.27854	0.554863522094065	GGMP
G445302155	39.36203	44.945564	0.4191203824578399	GGMP
G441502392	15.713513	-45.61999	0.510775162317812	GGMP
G441802417	-3.892324	24.70885	0.4453011098990269	GGMP
G441284314	-52.20874	-3.31416	0.5497792448656454	GGMP
G445302189	23.36727	31.73466	0.5028151209091498	GGMP
G441502544	0.8405152	33.423695	0.433791356240241	GGMP
G441502427	-26.85145	50.974552	0.4584017173394489	GGMP
G445224094	-35.583237	11.080695	0.5111948408192523	GGMP
G440606560	19.406181	-6.806711	0.4218214347621076	GGMP
G440981312	-25.903666	61.149597	0.4391218086506363	GGMP
G440282105	-47.26638	47.334473	0.4536384344011231	GGMP
G440104004	59.985226	-24.773376	0.5961094675018749	GGMP
G440883265	-15.827329	38.167862	0.4708051701844758	GGMP
G440305508	28.55672	-8.210611	0.5083387268215745	GGMP
G440205287	-26.240414	-24.68563	0.5613399647122694	GGMP
G440305412	12.718362	44.915928	0.4281493523082066	GGMP
G440606404	24.33425	-2.2125049	0.4398528298146356	GGMP
G445224605	-24.358963	5.202239	0.5047255604665943	GGMP
G441502050	26.90029	-27.981215	0.4753868451980252	GGMP
G441424137	0.73148084	-18.249311	0.44024919016132064	GGMP
G441502265	-16.498201	5.175161	0.5140881537937717	GGMP
G440282557	-20.940351	47.34732	0.45317114481055154	GGMP
G440104308	13.960269	15.676028	0.5212534746124033	GGMP
G445224467	1.216656	25.209364	0.44536206322095956	GGMP
G441284114	52.834335	-29.338295	0.5373518198401734	GGMP
G440883149	36.275703	-30.698206	0.4735326384873286	GGMP
G440883389	-20.027384	68.007484	0.41975801840733035	GGMP
G441502144	36.2952	33.94798	0.4415993974401082	GGMP
G445302361	13.516877	-13.667575	0.44352555485312084	GGMP
G440305094	-18.444761	41.571304	0.47254050370271944	GGMP
G445224316	-10.136401	-41.021427	0.5382569312621993	GGMP
G441284207	36.626915	-29.23509	0.4778730514854514	GGMP
G445224167	-35.668755	23.016594	0.48393181807526275	GGMP
G441284310	39.44652	-41.623714	0.48999468170644767	GGMP
G440883408	-12.037481	-27.64926	0.5281641885199749	GGMP
G440282273	34.85142	-37.82957	0.5180412070234252	GGMP
G440883576	-3.6731224	-5.3644567	0.47304537932043156	GGMP
G441284343	11.243978	43.851063	0.4487197973348402	GGMP
G440104532	9.918764	11.19033	0.487063054039434	GGMP
G440104150	9.261115	27.06306	0.44055188809241935	GGMP
G440606586	16.833588	56.78306	0.39716909936113726	GGMP
G445302126	41.316025	50.583813	0.41819086193920507	GGMP
G445302541	27.178455	-33.91759	0.4675403344384704	GGMP
G441802270	15.117535	58.597065	0.4002797433294669	GGMP
G440981353	22.160551	43.793022	0.43614474882843596	GGMP
G440981107	12.035826	-80.62662	0.5753049303637661	GGMP
G440205073	1.9317626	65.71253	0.4073974701140336	GGMP
G440282102	34.182213	7.0474043	0.463848908279791	GGMP
G440981474	2.9587002	48.506702	0.4204630367373931	GGMP
G440305388	8.555964	67.059395	0.38985504391122155	GGMP
G440606542	-42.01722	43.031048	0.45800275247476085	GGMP
G441802109	-31.04708	-20.026722	0.5803625000957363	GGMP
G440205568	-37.298374	3.855775	0.5349443799522994	GGMP
G440282084	-0.4295424	16.948479	0.4824643335224351	GGMP
G440282128	-19.477177	46.355988	0.4461188635864654	GGMP
G441502451	49.772247	-8.963851	0.5126851616042207	GGMP
G441802646	0.18139459	-46.1341	0.5340082500203172	GGMP
G440883447	-29.531067	-63.559284	0.6122138324424599	GGMP
G445302195	38.328907	49.61129	0.4078148551102514	GGMP
G445302552	-21.14877	38.65485	0.47220529671888933	GGMP
G441284023	-20.949554	38.059067	0.46973447843122157	GGMP
G441802127	-10.186385	-61.705994	0.5884840363165397	GGMP
G440606425	17.239363	64.14165	0.3962325221567173	GGMP
G440205290	40.06747	-37.081543	0.5292076363736841	GGMP
G441303449	33.536087	-3.8226774	0.4424377569640223	GGMP
G441303037	27.963676	-27.146986	0.4563427994198149	GGMP
G440282460	-11.4844	-13.115065	0.5012194816056955	GGMP
G440883539	12.283591	-80.80906	0.5745402945075788	GGMP
G440883401	59.395226	-25.147596	0.5966845642746312	GGMP
G445302028	-26.986526	34.87716	0.46028061981674995	GGMP
G441802403	-32.72535	-23.888878	0.5527298249865497	GGMP
G441424403	13.1315155	63.12264	0.39386575305476357	GGMP
G441284300	-38.49081	55.189587	0.43603548294749533	GGMP
G440104066	0.50946724	25.555777	0.43884057285523176	GGMP
G441802586	6.5289326	65.04169	0.39806122795009885	GGMP
G441284022	16.479269	-45.40055	0.5130080632079803	GGMP
G441802482	-5.422941	22.66326	0.43752598434431633	GGMP
G440883243	31.483107	-27.425972	0.43790429249765744	GGMP
G440104430	8.6709585	54.599243	0.39838617614216737	GGMP
G440282362	-53.5136	26.83249	0.513607662207145	GGMP
G440104089	-44.617233	40.57031	0.46878215864395395	GGMP
G441284077	41.22503	-41.47651	0.5195232840469816	GGMP
G445224191	-50.072613	12.679536	0.5533305592580944	GGMP
G440606465	32.593937	43.997234	0.42812285080680446	GGMP
G440282344	0.0071855206	-29.790934	0.5053578147597154	GGMP
G440883553	-3.1000838	-29.589766	0.47658359678464374	GGMP
G440205111	29.191792	38.618935	0.46275391940490773	GGMP
G440205164	-47.844322	47.133194	0.4517983658068852	GGMP
G441424406	-5.3782396	-30.074902	0.48655799842883085	GGMP
G440104101	5.5427175	46.528667	0.42938467331509433	GGMP
G440305081	-15.026185	48.698772	0.42305748972111007	GGMP
G440883371	-15.467209	46.08519	0.4552788395808114	GGMP
G440981319	-21.886532	65.31023	0.4285447127933065	GGMP
G445302655	44.918724	-39.42364	0.550389649450128	GGMP
G440305545	-10.090586	45.384052	0.4675721368852819	GGMP
G440305224	-2.4559639	56.576145	0.4329895796538049	GGMP
G440205155	15.255531	-45.59943	0.509778849720164	GGMP
G441502285	-16.64458	37.62932	0.48177757643620267	GGMP
G441502097	4.6207504	49.557354	0.4154199727213413	GGMP
G445224388	-25.760256	-66.58279	0.6442024829984493	GGMP
G445224576	-45.149593	46.26712	0.44490802634469057	GGMP
G441424339	21.118856	-57.384995	0.5170358389263453	GGMP
G440883175	37.730453	50.982033	0.40894079570777364	GGMP
G441802159	3.5053368	49.31901	0.41096624293838807	GGMP
G441284143	13.671952	25.651884	0.471255137354563	GGMP
G440205541	-3.4428384	-14.216331	0.4681576855534374	GGMP
G440104407	15.25497	-11.886033	0.4263034508272828	GGMP
G441802334	14.734582	-10.845174	0.42670964972351655	GGMP
G440282494	-35.342308	15.291334	0.4939325496672407	GGMP
G440883566	38.332737	-22.262966	0.5197930505262165	GGMP
G440305499	5.6804466	51.02616	0.4114780087155111	GGMP
G440282037	21.029455	55.346436	0.4311339384936386	GGMP
G440282212	-17.713408	6.142947	0.48597896384213707	GGMP
G440282488	-19.899843	42.77466	0.4677246720967569	GGMP
G440104226	-25.98312	61.036694	0.4340498266510308	GGMP
G440282486	47.431164	-28.450418	0.5435118758421337	GGMP
G441502201	-23.981628	60.08595	0.4319589402060005	GGMP
G440305235	27.055296	29.052124	0.46764814034684016	GGMP
G441303208	46.581135	-27.673704	0.5251973025452199	GGMP
G440883375	-30.276081	-19.190426	0.5888075038487659	GGMP
G445302310	2.1939287	18.180742	0.47222444500157723	GGMP
G440981532	-38.260296	53.388092	0.42944723042465954	GGMP
G440205295	33.329075	45.233654	0.4217381334865736	GGMP
G440981287	-54.141506	2.4570441	0.5666616852391925	GGMP
G440606392	-31.484295	49.486126	0.47908283775323884	GGMP
G441802001	-22.22034	63.190998	0.43147964797649385	GGMP
G441802350	18.214563	-9.123761	0.4077065183727757	GGMP
G441424531	15.968139	-75.06902	0.5879115893021041	GGMP
G445224245	-27.965397	42.1091	0.4808171325661315	GGMP
G441303396	7.737992	15.920654	0.4982824861103798	GGMP
G440282192	-17.871225	5.6083336	0.49685078320591564	GGMP
G441802437	12.772348	26.99601	0.46264944339484504	GGMP
G441284552	4.8334394	16.986515	0.49321050208572026	GGMP
G440981348	35.196487	50.600227	0.4186676124267298	GGMP
G441284197	-49.077896	43.44944	0.454426274558112	GGMP
G445302253	27.49769	11.447609	0.5308332722618835	GGMP
G441502538	-16.191578	-19.839819	0.5367285165829934	GGMP
G440205076	34.869675	31.031662	0.44938813986125714	GGMP
G440205504	-23.087255	53.475914	0.4464468969249906	GGMP
G445224494	38.332443	-3.324105	0.4945675498238515	GGMP
G441802021	6.148192	65.98984	0.40265206035763046	GGMP
G440282516	-26.901726	61.593258	0.4358727865779508	GGMP
G441502448	30.472458	-28.076784	0.44394642722625355	GGMP
G440981036	13.844691	15.287157	0.520124649549795	GGMP
G441284070	-22.257505	65.51344	0.430430095767291	GGMP
G440981034	45.01119	-39.788315	0.5559556901698872	GGMP
G440305047	21.865086	51.75126	0.4286668707026672	GGMP
G441802257	6.6058955	25.973341	0.45946554630806274	GGMP
G445302247	-6.692436	24.096762	0.448491195932767	GGMP
G440305674	6.730754	24.935253	0.4595325094425419	GGMP
G440205105	-6.789498	-13.919522	0.4901497043992393	GGMP
G445302422	39.915115	43.214348	0.4352756092537478	GGMP
G441802636	57.58364	-25.17168	0.5758928909219676	GGMP
G445302166	8.304998	64.86199	0.39459375415721837	GGMP
G441424070	19.868456	49.229362	0.42512815540409443	GGMP
G441502528	21.633553	-5.288947	0.4533082772340904	GGMP
G440883203	11.6611395	23.380136	0.48463124965009835	GGMP
G441502193	-15.967074	-16.39416	0.5124153171004282	GGMP
G441284208	7.594483	-42.878796	0.5056371125642978	GGMP
G440205115	36.238056	-23.57584	0.485737785127359	GGMP
G440981378	-39.8404	54.46056	0.4442866384321245	GGMP
G441303524	25.668362	-59.597054	0.5370280307635786	GGMP
G441424255	-1.229106	20.412989	0.4510694961822625	GGMP
G441284193	-19.361675	62.90971	0.4376415316958203	GGMP
G440981114	-5.81406	20.618513	0.4483900719988765	GGMP
G440883253	55.485653	-15.299571	0.5303186663543034	GGMP
G441284291	-33.049797	11.538373	0.49706042452389015	GGMP
G440282403	1.2085006	56.48133	0.4092728089246665	GGMP
G441284111	-23.747013	20.233002	0.4423085046094162	GGMP
G445224113	5.739101	19.470196	0.47806001393810665	GGMP
G440305609	28.749876	-5.4871116	0.47543871520509523	GGMP
G441502536	-29.406609	6.1589093	0.500908221981912	GGMP
G445302513	51.504402	-9.173936	0.5330847024608548	GGMP
G445302651	10.990074	47.081516	0.4243228854917214	GGMP
G440205255	-18.930504	60.73032	0.4420445068172901	GGMP
G441802275	44.487907	-31.47793	0.5477327769471239	GGMP
G440205321	-23.177187	34.310104	0.46477192745330753	GGMP
G445302026	14.14347	23.450634	0.491736519128788	GGMP
G441802389	-37.587013	46.441875	0.47110904713360324	GGMP
G440981020	-20.938602	35.29762	0.461496233716918	GGMP
G440205077	-25.685457	54.680508	0.43708493666096193	GGMP
G445302037	-26.072756	54.928776	0.4326852425444274	GGMP
G441284365	27.2197	29.60695	0.4879871352819104	GGMP
G440981231	17.35691	-45.75448	0.5220976339094591	GGMP
G440883526	-0.97509795	27.715727	0.4144682337265753	GGMP
G440883043	22.323109	45.225796	0.41776047601404015	GGMP
G441284328	-40.883232	44.36351	0.4698890730256424	GGMP
G440981301	-17.914267	67.61304	0.42848213003495894	GGMP
G441802189	1.1562546	-5.3115783	0.4840916370836551	GGMP
G445302547	48.62907	-12.370286	0.5072107116522719	GGMP
G441284011	-29.939926	-63.651543	0.6050831399809468	GGMP
G440606642	-27.395725	58.620956	0.4454593784581597	GGMP
G440305252	25.439472	11.666021	0.5448498675889752	GGMP
G440205578	-27.16399	36.42625	0.45032393192521725	GGMP
G440282122	-7.1839724	-5.7912107	0.5059537122384986	GGMP
G441424470	-16.736462	47.642975	0.45736244991867353	GGMP
G441303390	7.937048	52.64243	0.41277706246346285	GGMP
G440282441	-53.02484	18.464758	0.5293393064973626	GGMP
G441502380	33.31659	35.739887	0.4615128240898692	GGMP
G440305095	48.973087	-8.204391	0.529960222258081	GGMP
G440305103	-7.2147636	-24.06495	0.4648878928149442	GGMP
G441424569	-4.6111145	-30.592348	0.4995665867967147	GGMP
G441802087	0.060760066	-29.506113	0.494349557251648	GGMP
G441303401	24.605883	-14.057893	0.4916324316509658	GGMP
G440205166	-48.74474	16.674986	0.49814146029846146	GGMP
G440205188	-9.9909115	-28.807066	0.5103061835953803	GGMP
G445224317	12.035898	49.57996	0.41852174561971384	GGMP
G440883562	-2.3760679	-15.583854	0.4595153632768484	GGMP
G440981439	-20.200573	39.16035	0.47604193056385496	GGMP
G440606435	-8.075849	11.053531	0.5222876881399087	GGMP
G440104405	6.845754	54.61174	0.4071725228858972	GGMP
G441303533	6.7020226	26.418856	0.4824395387662037	GGMP
G440606449	-23.10795	54.80909	0.433449458789902	GGMP
G440282507	33.617218	-1.3046161	0.4469882405135333	GGMP
G441424501	-28.573614	44.656982	0.473603585259356	GGMP
G440606108	13.2943	15.913822	0.5178246665888072	GGMP
G445302273	-22.046219	67.21486	0.42422969815861306	GGMP
G440104278	-52.62211	2.7351625	0.5648813233978465	GGMP
G441284053	14.030186	15.31443	0.5192073753356734	GGMP
G441284058	7.1615214	8.883932	0.49915433010631116	GGMP
G440205186	-26.558826	-66.258835	0.6363161332682579	GGMP
G440606576	59.825993	-23.300594	0.5976116852366488	GGMP
G441802312	25.883495	-13.441414	0.4595817945622102	GGMP
G440205455	26.125664	9.389803	0.5632847533767738	GGMP
G440883500	-33.07476	-23.384918	0.5483118278224264	GGMP
G440205158	-32.13671	-24.57364	0.5423213404962317	GGMP
G445224255	-32.47443	20.390375	0.4720171625146683	GGMP
G445302212	4.550644	48.161144	0.42146016290889315	GGMP
G441424484	21.38339	-8.72491	0.43075384008038053	GGMP
G440883327	-22.889538	35.15053	0.46600945228277973	GGMP
G441802630	18.175453	-8.408976	0.412996403046988	GGMP
G440883450	29.965199	-28.712358	0.45220587002925733	GGMP
G440205579	-12.723241	-24.528963	0.5075096232912087	GGMP
G440606109	-52.92289	1.446979	0.5674087816403435	GGMP
G440305278	-39.37956	52.046864	0.44093097833068706	GGMP
G445302628	-3.3057477	50.41901	0.4330011767493339	GGMP
G440205302	-18.604227	-74.50212	0.5907224283866108	GGMP
G440606345	-21.749197	37.302803	0.45314848703469834	GGMP
G440883031	54.959248	-22.482237	0.5691634423860497	GGMP
G440305561	-27.064484	56.46996	0.4454678483724412	GGMP
G440282546	-32.58553	3.709903	0.5033451108357317	GGMP
G440981060	59.07669	-24.251413	0.5897948002224825	GGMP
G445302051	-4.8917055	-9.084895	0.4860282806072943	GGMP
G445224409	-4.8643103	-30.005943	0.5039953428229309	GGMP
G441424292	14.839778	57.153004	0.4101030772254587	GGMP
G440205273	-31.97967	4.4837823	0.4811213733507937	GGMP
G440104162	2.9933639	25.881212	0.44462529389742095	GGMP
G445302529	-7.4604297	20.876972	0.46241365279023106	GGMP
G440883264	13.62347	-3.7884588	0.4535601642499626	GGMP
G440981399	29.087477	-34.97802	0.4992698061348712	GGMP
G440282161	-8.009731	-5.904336	0.5101756408804528	GGMP
G445302049	-17.562237	-73.404305	0.5982405531272901	GGMP
