SampleID	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
JN-MF2-24038	0.0705933	0.04857007	0.055673365	0.07263319	0.012277121	-0.024892928	0.04534193
sam-623	0.07364213	0.05897265	-0.031311806	0.06863863	0.046738274	-0.12486013	0.0066936696
sam-338	-0.0010534313	-0.082415305	-0.029842386	0.07034453	-0.035892446	0.1730343	-0.034278236
JN-MF7-SX0297	-0.025186108	0.05820015	0.0526452	0.07280514	0.07200757	-0.12935103	0.0435161
JN-MF2-15020	0.07166469	-0.067043185	0.027629163	0.072559744	-0.061119124	-0.12555028	0.044558585
JN-TMF13-SX0595	0.048340473	0.06370006	-0.045665808	-0.09947967	-0.049475614	0.17918676	0.0068447012
sam-718	-0.043208126	0.05337401	0.052225746	0.07279407	0.0637827	0.15760759	0.04577704
JN-MF2-26058	0.06735684	-0.0271709	0.04574796	0.07242623	0.06638076	-0.023955747	0.045923878
sam-152	0.059047457	-0.024207931	-0.04466822	0.046358224	-0.061535444	0.14851716	0.04365698
JN-MF3-SX0137	0.07000937	0.0637137	-0.049661115	0.071308844	0.0719068	0.14208901	0.042695507
JN-MF7-SD0133	0.053520672	0.06000157	0.053175084	0.06937322	0.07322405	0.1411211	0.008438286
JN-MF2-10437	0.0440123	-0.016217725	0.047662444	0.0704807	-0.01602028	0.17912798	0.044297818
sam-301	-0.045310773	0.027963048	0.0149360495	0.07417153	0.02590638	0.18009043	0.045724545
JN-MF2-SD0027	0.07625966	0.058490478	0.052074924	0.07510172	0.007904392	-0.022484433	0.043461025
sam-449	0.07411868	0.062617645	-0.04538791	0.072909474	0.06643225	0.05987507	0.033161197
JN-TMF13-SX0518	-0.045114517	0.049832188	0.013284788	-0.10734621	-0.03682956	0.16396244	0.044706896
JN-TMF2-SX0516	-0.06243439	-0.02709516	-0.004386666	-0.018492583	-0.040168624	0.18691763	-0.027042547
JN-MF2-SD0011	-0.05887708	-0.04166075	0.021511087	0.015404142	-0.033036876	-0.124094866	-0.0026929136
JN-TMF13-SX0582	0.033597063	0.03715152	0.008647146	-0.10460763	-0.059265655	0.17936964	0.04438118
JN-MF7-SX0235	0.077576056	0.05524369	0.056607	0.070470095	0.03554558	-0.12670031	0.04238193
sam-579	-0.048458725	-0.08120347	0.05426973	-0.110261306	0.071192466	0.058224156	-0.052288137
sam-535	0.06556468	0.02769472	0.046763107	0.07426318	0.07057679	0.18440089	0.04598873
sam-491	-0.065350145	0.027279777	-0.041653607	0.07395156	-0.008089867	0.059611913	0.046294
JN-MF2-15267	-0.04502509	0.040051118	0.04737486	0.07399514	0.06585816	0.18390314	-0.018267289
JN-MF2-15368	0.036954094	0.020323649	0.0280124	0.071869954	-0.057158563	-0.12384921	0.031068884
JN-TMF13-SD0188	0.043733086	0.05858461	0.050082326	-0.10455012	0.073979475	0.18407804	0.006639916
sam-670	-0.030041436	0.019992784	0.050775524	0.07233644	0.0667887	0.14314003	0.04455943
sam-653	-0.008549698	0.06311409	0.0005366403	0.047098935	0.031512003	-0.12930991	0.03108843
sam-160	-0.04130867	-0.027395394	0.044541348	0.074042365	-0.009566017	0.1803529	0.0067709414
sam-524	0.036727186	0.05399742	0.04626094	0.07378378	0.024538264	0.18049997	0.00013071374
sam-658	0.06701354	-0.019234145	0.010584309	0.06942162	-0.056480467	-0.12565783	0.045317113
JN-MF7-SX0283	-0.04328432	0.05993639	0.020730577	0.0724692	-0.0049953507	-0.13186142	0.04410037
sam-480	0.03245899	-0.08171919	0.017991155	0.071823664	-0.06050857	0.1704226	0.038439177
sam-878	0.07609416	0.06151019	0.02687485	0.07387796	0.031069428	-0.12665643	0.012523341
JN-TMF2-SX0506	0.057518918	-0.015540361	-0.044096112	0.047127467	-0.058838826	0.17318359	0.037167795
JN-MF2-23084	-0.068903245	0.04846757	0.023873363	0.07128322	0.01590996	0.058571115	-0.01642365
sam-466	0.07131829	0.06417451	0.050311983	0.072857745	0.011910553	0.1504948	0.046091132
sam-214	-0.04536931	-0.07610357	-0.02112378	0.07323964	0.004024133	0.18084364	0.006037192
JN-TMF10-SX0553	-0.063816346	-0.07157004	0.026328966	-0.10592794	-0.024094628	0.05929242	-0.05007136
JN-MF2-60572	0.07219031	0.025374131	0.023662645	0.07234894	0.033791456	-0.13176933	0.045538366
JN-TMF10-SX0681	0.07446904	0.023505023	-0.0428594	-0.09995183	0.008577135	0.16257896	0.04475573
JN-MF2-SD0029	0.02266907	0.0023874536	0.01340183	0.045012303	-0.04847863	0.17666319	0.045796074
sam-387	0.06749427	0.040538188	0.008168632	-0.041824225	-0.05842978	0.054092124	0.046081837
sam-367	0.07545968	0.051745005	-0.02032302	0.073662706	0.07331091	0.063600995	0.04475906
JN-MF3-S40056	-0.055305336	0.057355992	0.007974654	-0.017106658	0.06881529	0.18866645	0.008115723
sam-696	-0.018464431	-0.08534146	-0.01962663	0.04472154	-0.059058603	0.15100442	0.005418505
JN-MF2-15504	0.07347725	0.05124119	0.055807117	0.0721138	-0.039606694	-0.13031939	0.044399858
sam-687	-0.045759	0.038092062	-0.0026559106	0.072741576	0.038753316	-0.025273845	0.018707003
JN-MF2-15260	-0.060438666	0.038798533	0.048184846	0.07021415	0.054162294	0.17985812	0.013862834
JN-MF2-10403	-0.015151574	0.057985373	0.051833954	0.014833845	0.06936494	0.1818004	0.041494902
JN-TMF13-SX0270	-0.04515823	0.060484786	-0.008550628	-0.10836088	-0.05794936	0.13804588	-0.0017645591
sam-88	-0.059061144	-0.06076229	-0.046450697	0.07111994	-0.049094185	0.057269912	0.017668042
JN-TMF10-SX0609	0.035215825	0.03566833	-0.025890423	-0.04082917	-0.057772543	-0.025483755	0.03732564
sam-777	0.07477044	0.06181177	0.05342805	0.07370015	0.06499993	-0.024397071	0.04602067
sam-892	0.017188381	-0.018925965	-0.017452357	0.07253021	-0.058903627	0.17872335	-0.0005747121
sam-704	-0.043318972	0.0027374101	-0.015667155	0.048147503	0.07093422	-0.025434442	-0.054745845
sam-987	0.055106834	0.06589932	0.054001078	0.075880446	0.036322135	0.14272884	0.046014033
JN-TMF2-SD0184	-0.06049042	-0.024883281	0.046979014	0.07054931	-0.05629578	-0.12299079	0.045522083
JN-TMF2-SD0165	0.053597543	0.05423508	0.051481213	0.07245871	0.06786796	-0.12942547	0.04654454
sam-492	-0.010813868	-0.021743769	-0.023016546	0.07109671	0.028522298	0.17512132	0.04051376
JN-MF2-15594	0.02878144	0.051178563	-0.04204135	0.070433274	0.039597556	0.17575096	0.014429575
sam-445	0.04074552	-0.027170261	-0.043740388	0.07264677	0.0006194368	0.05714294	0.03118719
sam-158	-0.05740856	0.057276286	-0.04569488	0.07100614	0.03541674	-0.12813321	0.04248026
JN-MF2-26596	0.07440902	0.026016166	0.047551848	0.07051652	-0.055872895	0.18200947	0.030845497
sam-815	0.08201474	0.06375736	0.05600568	0.074486114	0.072082326	-0.13114068	0.045085184
JN-MF2-23539	-0.04219516	-0.079322316	0.03312785	0.07079403	0.06888522	-0.12795341	0.043328565
JN-MF7-SX0093	0.018549144	-0.06499697	-0.025888084	0.046749637	-0.048250295	0.05802662	-0.05518736
JN-TMF13-SX0568	-0.03977123	0.05692903	-0.041810166	-0.10192483	0.062189363	-0.026465833	0.017910633
sam-881	-0.04257472	0.0595819	-0.004064982	0.07229997	0.07047874	0.17898133	0.04329802
sam-472	-0.042207643	-0.075414315	-0.045342226	0.07341185	-0.03421412	-0.026048832	0.014404094
JN-MF2-15227	-0.054644857	-0.02347892	0.024155105	0.04730468	0.05552012	0.18577494	0.0382907
JN-MF2-10211	-0.0471189	-0.080151126	0.021828713	0.04663287	-0.044124994	-0.1216249	-0.050842725
JN-MF2-60511	0.004707965	-0.02699405	-0.0017519773	0.07390868	0.052091863	0.055832036	0.047861967
JN-TMF10-SX0147	0.07399492	0.0012645908	0.048595525	-0.106952034	0.0706849	0.18412882	0.044171683
JN-TMF13-SX0397	0.07665919	-0.01808752	0.044201802	-0.09829865	-0.0379671	0.17859785	0.04159211
JN-MF3-SX0124	-0.05087782	0.060505535	0.026470633	0.06774945	0.05163629	-0.1247379	-0.053474523
sam-361	0.075196385	0.06576104	-0.0016120079	0.07428634	0.06340025	0.12398493	0.045615133
JN-MF2-SD0035	0.042680345	0.040760454	-0.019136863	0.07309594	0.06496216	0.18491864	0.044228896
sam-28	-0.06591287	-0.08205677	-0.047614474	0.04717211	-0.045315985	0.11326132	-0.025013054
sam-1048	0.05797994	0.06088147	-0.0433618	0.071796656	0.05185264	-0.12717028	-0.053211693
JN-MF7-SX0191	-0.045607574	0.058146566	0.04962511	0.068502665	0.010877328	-0.12677413	0.041338187
JN-MF3-SX0074	0.069291055	0.017660767	-0.044525925	0.07166278	-0.04658948	-0.12975395	0.0071856068
sam-817	-0.0446448	0.06349974	0.045627344	0.07340668	0.06768985	0.16904758	0.029546622
sam-170	-0.014763106	0.028093379	0.047521655	0.07311779	0.06632856	0.18683395	0.04478442
sam-656	0.0069538252	0.034431722	0.005199039	0.073548645	0.07460448	-0.13455527	0.0317168
sam-43	-0.012241604	-0.07675993	-0.040892232	0.07215872	-0.040209502	0.15229014	0.017382426
sam-845	0.032135673	-0.04627094	0.05151557	0.07480483	0.013857286	0.14045571	0.04362276
JN-TMF2-SD0161	0.06343218	0.038676105	-0.04693256	0.016626602	-0.046828553	0.14566197	0.04518255
JN-MF2-15590	-0.06360001	-0.021966532	-0.04671669	0.06878361	-0.056234445	0.13188249	-0.051025916
sam-413	0.07012349	0.028795248	-0.04697143	0.07340304	0.013882273	0.18043111	0.045380555
sam-738	0.07501715	0.06327264	0.048164964	0.07213994	0.06738347	-0.13147491	0.044292398
sam-192	0.06134115	0.051356368	-0.044172153	0.06901397	-0.05856379	0.05457311	-0.04069279
sam-74	0.000591902	0.027804941	-0.013292598	0.07145805	-0.042567	0.1851251	0.04650241
JN-MF2-15385	-0.057050746	0.06319055	0.05679323	0.073271215	0.07028803	0.19266847	0.04617663
JN-MF2-24072	0.059233077	-0.06640043	-0.037144575	0.07330174	-0.058702465	0.056011714	0.04496269
JN-MF3-SX0075	-0.012112318	0.059985045	-0.041690458	0.07227336	0.06662966	-0.026401125	0.042251457
JN-MF2-SX0044	0.06707609	0.0023044543	-0.04351078	0.07047193	0.032246374	0.056226954	0.04462351
JN-MF2-15543	0.045067113	-0.017610468	0.03554839	0.07514358	0.03200397	-0.023783365	0.045376085
sam-298	-0.0442296	-0.09033466	0.024048336	0.074677765	0.04481341	0.12120102	0.031683955
sam-732	-0.06617495	0.052986268	0.02316958	0.07469774	0.070818074	0.06639414	0.04774858
sam-1019	-0.046456	0.040759016	0.02925839	-0.10652968	0.07048654	0.18720359	-0.007146518
sam-764	-0.040307935	-0.08186927	-0.041094977	0.04748538	0.05158715	0.17887715	-0.053721756
sam-770	0.03624521	0.06528577	0.053567503	0.07547215	0.0035864748	-0.022212774	0.046746027
JN-MF2-15220	-0.029800663	0.064106114	0.05324545	0.048167925	0.059844837	0.18538034	0.04519295
sam-232	0.014734519	0.053889204	0.054452404	0.07300632	0.014933229	-0.021901468	0.04697106
sam-768	0.043461803	0.054458875	0.054078195	0.04916922	0.06802979	0.18664381	0.044974457
JN-MF3-SX0111	0.042338964	0.0603729	0.05529582	0.068398826	0.012986211	-0.127662	0.043986626
JN-MF7-SX0197	-0.06407779	0.06092158	0.051526416	0.0738497	0.04433344	0.12714633	0.04188327
sam-79	-0.065439045	-0.06233419	-0.044445004	-0.01959851	0.012011179	-0.1267853	0.03056689
sam-884	-0.01844666	-0.025520185	0.0020134717	0.048905298	-0.034762587	-0.022613753	0.044802215
JN-MF2-23091	0.010407729	0.050353784	0.04722729	0.06963295	-0.043745153	-0.12806295	0.03178238
JN-MF7-SX0034	0.06987299	-0.07201904	-0.021842308	0.071208805	-0.059096694	0.17717473	-0.03775819
JN-MF2-15041	0.07349328	0.06278716	0.049208183	0.06963924	0.06688268	-0.023095805	0.044886485
sam-48	-0.045115087	0.028230308	-0.040170122	0.07294867	0.017948274	0.18211168	0.011665885
JN-MF7-SD0083	-0.0045869704	0.056703404	0.052249536	0.07161915	0.0666891	-0.12740058	0.0052435547
JN-MF2-15515	-0.061984688	0.024558105	0.05248946	0.07429202	0.014167977	-0.13156806	0.03052648
JN-MF2-15070	0.039426588	0.025565207	0.050929807	0.07377814	-0.043492265	-0.023049114	0.045670975
sam-147	0.051798347	-0.07177308	-0.043579042	0.04535809	-0.054738972	0.16174096	0.0072594155
sam-390	-0.054632682	0.020616274	-0.019596113	0.074203834	0.027654897	0.18532932	0.032960784
sam-807	0.037997194	0.025072172	-0.0073063485	0.047916356	-0.028792376	0.059559043	0.044626717
JN-TMF13-SX0418	0.04830791	0.037864603	-0.03330468	-0.10247458	-0.058119584	0.17476551	-0.0011371375
sam-851	0.046152305	0.051719725	0.036640286	0.071262635	-0.062409613	0.060791213	0.0058787777
sam-364	0.044408374	-0.056481805	0.0048959954	0.07533298	0.06046134	0.17619815	0.045314524
sam-199	0.072205655	0.06346405	0.048641056	0.07436441	0.07114312	0.18511282	0.044573326
sam-630	0.056897767	0.059909523	0.047298804	0.06977293	-0.045638137	0.17837606	0.008583746
sam-151	0.05386586	0.04083853	0.046383098	0.07504724	0.06579209	0.18166398	0.007273983
JN-TMF2-SX0469	-0.06354834	-0.07763969	-0.035552584	-0.073050916	0.038105894	0.18501998	0.038070984
JN-TMF13-SX0342	0.029304892	0.0029685958	0.01356432	-0.07312603	0.066317245	0.12331944	0.04412389
sam-782	-0.05333586	-0.05875715	0.053539477	0.07500223	0.06869316	0.0593707	-0.043110903
sam-253	0.03223273	0.0022904905	0.014587217	0.076705106	-0.04352645	-0.024768367	0.044568807
JN-MF2-15290	-0.044111274	-0.023611538	-0.045181327	0.07461175	-0.039289735	-0.025008945	0.045932814
sam-1033	-0.06468604	-0.021940561	0.05124242	0.017585054	0.07139624	0.1863114	-0.016161643
JN-MF2-15212	0.069919795	0.06157644	-0.0071079773	0.07191486	-0.063918084	0.15131874	0.019977026
JN-TMF10-SX0660	0.06246437	0.01903702	-0.042408347	-0.068958044	-0.057307635	-0.12348911	-0.0140231615
JN-MF2-SD0015	0.067025445	0.0584468	-0.046139535	0.071169764	-0.06253174	-0.024200872	0.041998897
sam-587	0.0547176	-0.024413072	0.050736018	0.047089636	-0.048346933	-0.023355009	0.031996142
sam-426	0.032863803	-0.06823691	-0.037510525	0.068726934	-0.058599275	0.16957732	0.046484675
JN-TMF13-SD0213	0.06991817	0.041755322	0.00546583	-0.09560503	0.071384884	0.06306386	0.006369296
JN-TMF2-SX0415	0.073929705	0.06380556	0.05347605	0.047294956	0.069172606	0.18585871	0.047596224
JN-MF2-22567	0.028228356	0.019149428	0.051964533	0.07183948	0.066650346	-0.12994924	0.03014436
sam-1044	-0.018195327	0.0021622062	0.02316844	0.044782203	-0.061278272	-0.12866805	0.045165207
sam-410	-0.038798247	-0.06554493	-0.028126553	0.07149366	-0.057735085	0.17699605	-0.0077025443
sam-193	-0.051406976	-0.018084362	-0.030601244	0.07152587	-0.034460183	0.17354903	0.045516893
sam-612	0.07849449	0.053420488	0.054359015	0.07424046	0.07145218	-0.13194759	0.044450354
JN-MF2-15230	-0.044453897	0.06259491	0.04725405	0.07442146	0.07009083	-0.022847258	0.043911994
sam-114	0.04853822	0.053373754	-0.030981008	0.045270935	0.013201356	0.18019421	0.03253331
sam-886	0.08146088	0.060383737	0.053997092	0.07393626	0.074144185	-0.022661995	0.044906795
sam-502	-0.04767451	0.02726724	0.01380684	0.073329926	0.03396565	0.12909633	0.04527597
sam-762	-0.044444855	0.06319202	0.048469078	0.07280703	0.07124602	0.18662004	0.045450035
sam-646	0.059835635	0.05270068	0.046138126	0.06975313	-0.026361689	0.17564955	0.04614995
sam-614	-0.046036832	0.02529197	0.027140988	0.07426051	0.05179928	-0.13158615	0.03133836
sam-702	-0.06382839	-0.024645485	-0.041662756	0.07079751	-0.056305777	-0.12478707	-0.002265206
JN-TMF2-SD0147	0.06869631	0.06050901	-0.04345102	0.07346207	-0.060036726	-0.12442482	0.047494736
JN-MF2-15255	-0.051203374	0.036987692	-0.019125706	0.071811266	-0.0019268286	-0.12658808	0.031648524
JN-MF3-SX0108	0.06987024	0.061244663	-0.04030691	0.07252047	-0.0569639	-0.023844246	0.044209994
JN-MF2-15575	0.07752934	0.05777737	0.04486818	0.07408311	0.038309414	-0.022472944	-0.014021224
JN-MF2-15032	0.010105607	-0.011958926	-0.045191977	0.047451887	0.00095205737	-0.024657005	0.04581454
sam-273	-0.062839866	-0.025180144	-0.027171152	0.07362672	-0.030725772	0.17985472	-0.028513476
JN-MF2-15525	0.020218477	0.019676093	0.04350864	0.07401416	-0.055731878	-0.12821831	0.042597387
JN-MF7-SX0289	0.07809316	0.06262309	0.049053535	0.07173202	0.07180262	-0.13098338	0.04129594
JN-TMF10-SX0639	0.072016396	0.059630983	0.008037909	-0.1076219	-0.051733702	0.054178134	0.042786606
sam-302	0.075187266	0.06667537	0.029434541	0.07424096	0.07333052	0.17065986	0.04672029
sam-01	-0.037811752	0.03997508	0.012573248	-0.073488414	-0.05896695	0.05623901	0.046728786
JN-MF7-SX0291	0.030568838	0.04937769	-0.016876431	0.07336502	-0.06027219	0.05740442	0.04721233
sam-332	-0.054618053	-0.02375585	-0.0102637205	0.04636434	-0.05996104	0.17605804	0.033430316
JN-MF2-60525	-0.038199063	0.0011706533	0.033616416	0.047615245	0.066238016	0.061843082	-0.001266153
JN-TMF10-SX0693	-0.0451328	0.024771955	0.054024063	-0.102835976	-0.060312882	0.15107638	-0.0007436542
JN-MF2-15262	0.05764827	0.0019615097	-0.043539576	0.073252164	0.022587689	0.1194178	0.03273497
sam-115	-0.010113634	0.039531708	-0.025076116	0.07311492	-0.008578137	0.17892377	0.04636772
sam-467	0.06919103	0.0023586943	-0.045986403	0.07416682	0.071725875	0.1839357	0.043612543
JN-TMF10-SX0640	-0.04861846	0.023681711	0.053709548	-0.108890265	0.07185597	0.19009082	0.043553904
sam-1004	0.060898934	0.06277321	0.00050139753	0.07181587	0.06949467	-0.124747366	0.045335557
JN-MF3-SX0083	0.06725846	0.023830432	-0.043291327	0.069258444	-0.058681466	-0.025772698	0.014914522
sam-154	-0.013364178	0.021031832	-0.038278718	0.07014686	-0.03952973	0.1351763	0.018982504
JN-MF2-SD0013	0.051474884	0.027780415	-0.025503442	0.07256252	-0.029000502	0.17979883	0.04664841
JN-MF3-SX0116	0.07211314	0.061869875	0.04995042	0.0718159	-0.045434244	0.17973861	-0.018139496
JN-TMF4-SX0164	-0.044985063	-0.012629071	-0.017866023	0.07229512	0.06825439	0.18944816	-0.018303987
sam-885	-0.061228875	0.0025171177	-0.03223078	0.07320056	0.06532112	0.18360287	0.043858774
JN-MF3-SX0115	0.05703148	0.024872107	0.00074916985	0.07143071	-0.04141174	-0.12803714	0.008971842
JN-MF2-SD0086	-0.04730154	0.026291443	0.010907419	0.07209659	0.06358075	-0.12987389	0.029749261
JN-MF7-SD0095	-0.053520583	0.063334644	0.053064983	0.07162984	0.047045033	0.06377281	0.044517223
JN-MF2-15063	-0.0495874	0.052807406	0.046106055	0.07132365	0.072018124	-0.13312496	0.045175597
JN-MF2-60257	0.009800803	0.06518565	0.04736102	0.014893931	0.0012015022	0.18004395	0.04453251
sam-39	-0.063618	-0.0742306	-0.043814257	0.0704646	-0.044329744	0.14085591	-0.017445914
sam-742	-0.053894795	0.038497955	0.028356647	0.0698127	-0.057972793	0.170845	-0.03543462
sam-594	-0.027663711	0.051596023	0.051296547	0.04728453	0.069913946	0.18272647	0.041121908
JN-MF3-S40078	0.073201746	0.06483037	0.052693304	0.07249751	-0.057865925	-0.13053007	0.03294643
JN-MF2-15056	0.07039863	0.061372016	0.052632295	0.06995946	0.06976108	0.16823792	0.043998446
JN-MF2-60284	0.055741616	0.064014606	-0.004422788	0.06941721	-0.059915394	0.17966388	0.046237197
JN-TMF13-SX0540	-0.05017228	0.058902618	0.026730886	-0.10589915	0.06538655	0.14559792	0.045123037
sam-1006	0.07264772	0.060093865	0.047673948	0.07036031	-0.050007537	0.18364833	0.043030083
sam-890	-0.03889861	-0.018154895	-0.040883638	0.06889041	-0.040829524	0.17660616	0.03269998
JN-TMF13-SX0351	-0.058234397	0.05960617	0.05490937	0.016258312	0.069564044	0.14266585	0.020073468
JN-MF7-SX0178	-0.04532397	0.036631964	-0.026636187	0.07168357	-0.058448315	-0.026975064	0.039265454
sam-621	0.040235482	-0.025811965	0.04701068	0.071324185	-0.040676553	-0.024325818	0.013204748
JN-TMF10-SX0644	0.08088995	0.061084285	0.057175852	-0.08588553	0.07234123	-0.13138299	0.04221681
JN-MF2-15374	-0.053929083	-0.05922881	0.028645039	0.048328523	0.068444595	-0.023481395	0.044953093
JN-MF7-SX0292	0.033703353	0.00025028829	-0.04359654	0.06891259	-0.062330697	-0.024549156	0.04340528
JN-MF3-S40081	-0.056495722	0.017320134	0.053980656	0.07355176	0.0739171	0.06338548	0.044246055
sam-582	0.068666026	-0.011453219	0.04745056	-0.10983035	0.031640653	-0.024136357	0.030613074
JN-MF2-15046	-0.046819367	0.0011195613	-0.037659563	0.07203227	0.009048239	-0.023852663	-0.027474066
sam-510	-0.04928308	-0.044103377	-0.04745009	0.073755585	-0.05624294	-0.02425204	0.039882693
JN-MF2-15555	0.057901897	0.06052536	-0.043739993	0.07070218	-0.055080328	-0.023380062	0.04613646
JN-MF2-SD0009	0.05048501	-0.014267579	-0.044940658	0.06986156	-0.05635088	-0.123213634	0.008298608
sam-26	-0.0625874	-0.01513772	-0.0028365261	0.07178463	-0.037781257	0.17299974	0.038651574
JN-MF2-15359	-0.06201776	0.06278603	-0.046110544	0.07195427	0.06786692	0.18224698	0.0072959
JN-TMF2-SX0428	0.042339947	-0.038913853	-0.041825753	0.07013469	-0.05852902	0.17131661	-0.03223733
JN-TMF13-SX0534	-0.061725125	0.05757241	-0.04203499	0.014759108	0.040041324	0.17909878	-0.037839744
sam-671	0.07838824	0.062863424	-0.047612812	0.069787644	0.06374412	-0.13062364	0.045058105
sam-691	0.066307895	-0.027279038	-0.043940343	0.06916256	-0.058991067	0.17289886	0.00600471
JN-MF2-15051	-0.06969599	0.038300168	0.045070793	0.07323963	0.061804023	-0.13309379	0.019754315
JN-MF2-60548	0.08370551	0.059095126	0.04890554	0.048698954	0.074272096	-0.12950578	0.04499075
sam-191	0.03761803	0.042304922	0.023931721	0.075343706	0.06980619	0.18591389	0.045651045
JN-MF7-SD0096	-0.019418282	0.05652382	0.04929941	0.06971774	-0.057037417	-0.12567544	0.04383594
JN-MF2-15229	-0.061257593	0.054524668	-0.047275852	0.013776415	-0.01175383	0.17406194	0.039142292
JN-MF7-SX0251	0.074541606	0.06343834	0.054725237	0.048850693	0.06749397	-0.022785537	0.043563776
sam-1017	-0.053093366	0.06032008	0.046716914	0.07291715	0.0519887	-0.022342	0.044770014
JN-TMF10-SX0643	0.03633156	0.033998925	0.035220176	0.069906354	-0.04580485	-0.12814842	0.044462506
JN-TMF13-SX0403	0.027907727	0.06298034	-0.040020935	-0.10887953	0.06890455	0.18537545	0.043558683
JN-MF7-SX0128	-0.016354717	0.060904592	0.053422023	0.04659276	0.047942564	-0.13165173	0.030041963
sam-432	0.07590046	0.06474698	-0.045864314	0.07323207	0.07257915	-0.023688344	0.04536197
sam-420	-0.036701746	0.0025795342	-0.0181828	0.07246166	-0.057241112	0.18057357	0.043715913
JN-TMF10-SX0566	0.07408319	0.059363488	0.052194785	0.01653903	-0.059033748	-0.023789806	0.04377666
sam-425	0.06903093	0.061787147	0.051751774	0.073705174	0.070009425	0.17420575	0.033966135
JN-MF2-26037	-0.01449064	0.02575334	0.009922992	0.07650033	-0.009448256	-0.022656647	0.01923192
sam-178	-0.061198164	0.053094555	-0.045416344	0.013522881	-0.05215996	-0.02235063	0.044851974
sam-509	0.06481781	0.052968886	-0.0023975132	0.072760224	0.034011282	0.17281662	0.04631137
JN-MF2-15282	0.04385001	0.06543182	0.05307914	0.073171906	0.058847915	0.18666385	0.043979526
sam-369	0.0700216	0.041276224	-0.025389053	0.07147764	-0.03301211	0.18132284	0.030996678
sam-400	0.01630971	0.062047478	-0.041979685	0.072911456	-0.054131433	0.057829123	0.044936217
sam-10	0.040073827	0.058794335	-0.04692823	0.069782026	-0.050174452	0.16760229	0.03934511
