SampleID	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
DF-TMF10-BY1718	-0.04454181	-0.063310765	0.055643134	-0.089281864	0.07237002	0.18645334	-0.017831838
DF-TMF10-AY3701	0.044679176	-0.08073017	-0.04305824	-0.0732722	-0.04510734	0.17472576	-0.025580255
DF-TMF10-BQ6019	0.053215012	0.0011893549	0.047136497	-0.018993538	0.070967495	0.18129522	0.04219789
DF-TMF10-CQ5134	0.06922896	-0.025859583	-0.028822802	-0.10242444	0.06817118	0.1872009	0.04373328
DF-TMF10-BY1518	-0.044857066	-0.018828528	0.004539896	0.0466269	0.059007015	0.18559517	0.012845186
DF-TMF15-CQ1934	-0.046065785	-0.01859624	0.04762652	0.0703111	0.06823391	-0.02085454	-0.05363629
DF-TMF10-AQ3701	0.0696976	-0.06428641	-0.041737076	-0.09437811	-0.05164132	0.17222513	-0.033044335
DF-TMF10-AY5001	0.033307616	-0.025936006	-0.00149707	0.07112211	0.038232032	0.17729026	0.039101075
DF-TMF15-AQ3301	0.074153446	0.060430057	0.049334627	0.0686861	0.06912618	-0.12600245	-0.046004683
DF-TMF10-CQ2335	0.066892184	-0.081792735	0.045977127	-0.093480684	0.06709932	-0.12694053	0.0047416207
DF-TMF10-AQ3601	0.06318309	0.025776144	-0.03530805	-0.019282151	0.013175769	0.10946241	-0.03326173
DF-TMF10-AY2501	0.072125874	-0.037731525	-0.04722843	-0.10460654	0.011074186	0.17720152	-0.05555925
DF-TMF10-BQ4518	-0.053043894	0.0020180324	-0.00909109	0.042971488	-0.050759956	0.17684756	-0.03787669
DF-TMF10-AY1301	0.037852906	-0.016104925	-0.012644897	-0.09210211	0.054174177	0.18189086	0.00050775806
DF-TMF10-AQ4501	0.07049155	-0.019273961	-0.019563725	-0.10883578	0.07155485	0.12432614	0.043899648
DF-TMF10-AQ4901	-0.06314379	-0.07384959	-0.043447956	-0.10048492	-0.055653002	0.17513804	-0.0144649455
DF-TMF10-15018	0.023763143	0.03323034	0.053700935	0.04637533	0.07479059	-0.13004817	0.040373337
DF-TMF10-CY5533	0.06819852	-0.04177097	-0.007039026	0.06784409	-0.058170542	-0.02371303	-0.051249143
DF-TMF10-AQ3801	0.06166247	0.019755814	-0.042425994	-0.09832941	0.06512631	0.18138172	-0.041045368
DF-TMF10-15076	-0.023382751	-0.012971859	0.04726973	0.07120623	0.036151625	0.062009353	0.045062624
DF-TMF10-AY5701	0.07312788	0.062283162	0.0036907885	-0.10431881	0.07406476	0.19118409	0.03791339
DF-TMF10-AY4301	0.0500482	-0.05235117	-0.04705837	0.046044916	0.042545833	0.17919485	-0.017392395
DF-TMF10-15033	0.0794551	0.022537306	0.032528553	0.07135709	0.031152006	-0.12938163	0.04606232
DF-TMF10-AQ2801	0.070727274	-0.07754714	0.036440693	-0.10073686	0.07123756	0.18075602	-0.049106672
DF-TMF10-BQ2818	0.026155107	-0.07438355	-0.042827908	0.070291944	0.030779488	-0.123150125	0.008352392
DF-TMF10-CQ2535	0.06872953	-0.0827298	-0.043864854	0.046657074	-0.059861995	-0.024137404	-0.052699868
DF-TMF10-BQ5118	0.054613315	0.018018063	-0.04806748	0.070282325	0.06994359	-0.12802933	0.013443626
DF-TMF10-15054	0.072442986	0.033566225	0.010328481	-0.040761337	-0.010669575	-0.12734547	0.04509004
DF-TMF10-CQ2833	-0.04231447	-0.07940396	-0.043957084	-0.09980443	0.06838366	0.056185957	-0.047889292
DF-TMF10-15048	-0.043026164	0.059106622	0.05032745	0.072171174	0.071712516	-0.13097054	0.014847032
DF-TMF10-CY1934	-0.04201863	-0.019092144	0.051606227	-0.071226954	0.06885375	0.11959542	-0.03826988
DF-TMF15-AQ4001	0.0716351	0.015946284	0.02649589	0.017160807	0.07165776	-0.1280859	-0.043130655
DF-TMF10-15094	0.05154296	-0.07550361	-0.040421613	-0.0380199	-0.05435205	0.050871078	-0.054218184
DF-TMF10-20001	0.07085417	-0.07263894	-0.04769438	0.013411881	-0.057903517	-0.023684219	-0.018756809
DF-TMF10-CY5633	0.06444797	-0.021612735	-0.00073514023	-0.0948862	-0.027742341	0.1707958	0.045236886
DF-TMF10-CQ5234	0.0178634	-0.087642625	0.033506203	-0.09325963	0.06793636	0.16679081	-0.04330711
DF-TMF15-CQ5836	-0.051043082	-0.07814445	-0.037431665	-0.07057534	-0.024910945	-0.023536002	-0.018000009
DF-TMF10-BY5718	-0.042682644	-0.06380837	-0.044056136	0.07014211	0.053201698	0.18507029	-0.03176727
DF-TMF10-CQ4235	-0.016940214	-0.07729944	-0.044913694	-0.09105833	-0.04203744	-0.025713028	-0.043142457
DF-TMF10-CY5134	0.051025886	-0.067193866	-0.044763148	-0.09716037	-0.043939993	0.17533898	-0.0074613784
DF-TMF10-CY2535	0.03618893	-0.08008727	-0.042558897	0.0132614905	-0.0525308	-0.023566402	-0.05516896
DF-TMF10-AQ5701	0.047516026	0.0009809389	0.055130545	-0.09531761	0.072303504	0.188342	-0.016663628
DF-TMF10-CY5234	-0.013505374	-0.0854465	0.035330147	0.04621859	0.06455746	0.06120861	-0.03734887
DF-TMF10-AY4801	0.07461864	0.05080346	0.010759268	0.0695948	0.03578256	0.18756248	0.03886038
DF-TMF10-CY5935	-0.032832474	-0.069921486	-0.042035006	-0.075394645	0.009533102	0.16518816	-0.001535089
DF-TMF10-BQ2318	0.074168086	0.052337125	0.05254876	-0.041474972	0.072618626	0.14461683	0.043198686
DF-TMF10-BQ3818	-0.042070575	-0.03339652	-0.003530188	0.015222025	0.067583375	0.18525276	-0.019025212
DF-TMF10-AQ3101	0.029702038	-0.01567747	-0.004905415	0.012769525	0.026797503	0.16546284	0.0075944406
DF-TMF10-AQ3501	-0.038873207	-0.03816111	-0.042746857	-0.09355458	-0.05882225	0.1766828	-0.033932697
DF-TMF10-AY1701	0.014033299	-0.08169741	-0.016924882	-0.10494035	0.071070544	0.18458602	-0.049238816
DF-TMF10-AQ4601	0.050045874	-0.04013011	-0.04172584	0.013967465	-0.053866293	0.16329937	-0.05553806
DF-TMF10-BY2418	-0.045791373	0.057400234	0.056578126	0.016751785	0.072145864	0.1910981	-0.024829358
DF-TMF10-BY4018	-0.041790985	0.0010132446	0.051266126	0.045801144	0.07081739	0.13762642	-0.053025458
DF-TMF10-BY1318	-0.04728075	0.0013258028	0.0055304314	-0.041888714	0.06960539	0.18495803	-0.03122332
DF-TMF10-AQ3201	-0.01824181	-0.019312061	-0.04284181	-0.09492328	0.033831257	0.14373797	-0.05309575
DF-TMF10-BY3818	-0.06582783	-0.012460355	-0.012410812	-0.040528014	0.06951276	0.18774074	0.034913555
DF-TMF15-AY1601	0.07898848	-0.02468882	-0.048492793	0.0495546	0.06559943	-0.12853573	-0.02972779
DF-TMF15-CQ3836	0.06381963	0.0004042008	0.045621675	0.06910173	0.072179675	0.18741545	0.01961954
DF-TMF10-AY3901	-0.04001779	-0.01831973	-0.0438489	-0.10098733	-0.055795968	0.17346036	-0.038513
DF-TMF10-15030	0.07988365	0.055903073	-0.046894267	0.07017655	0.06274755	0.05840112	0.007046112
DF-TMF10-AY5901	0.07935177	0.036432654	-0.012633864	-0.042558655	0.06387355	0.17046614	-0.05199286
DF-TMF10-CQ4735	-0.042400356	-0.06923321	0.022950992	-0.06963546	0.010062734	0.061024573	0.037787452
DF-TMF10-BQ5918	-0.07034952	0.015868781	-0.043224186	0.0669844	0.063877255	-0.12515162	-0.042949624
DF-TMF10-BQ3418	-0.041962255	-0.06865664	-0.026366595	0.046181634	0.06478592	0.17730169	0.034175176
DF-TMF10-CQ5533	0.073392205	-0.0004565063	0.05037382	0.071194366	0.026642688	0.059933987	-0.0070803855
DF-TMF10-CY1734	-0.04136361	-0.024475653	0.04304136	-0.107079	0.070098616	0.18147177	-0.050814744
DF-TMF10-AQ1901	0.07346839	-0.031741887	0.014414785	-0.0996535	0.070651226	-0.023760322	0.044315744
DF-TMF10-15096	0.05476359	-0.055905152	0.043818507	0.07122698	0.07013922	-0.022266315	0.045156643
DF-TMF10-AQ2201	0.065377526	-0.020755637	0.028793702	-0.018217912	0.07182147	0.18438298	0.017317716
DF-TMF10-AQ1801	-0.016219826	0.06257904	-0.027576031	-0.042853933	0.06590669	0.14013569	0.045415197
DF-TMF10-AY2301	0.07344973	0.06274403	0.05244267	-0.041431032	0.07290875	0.18481351	0.043077998
DF-TMF10-AY1401	0.05604041	0.06047529	0.036880758	-0.04114589	0.06417058	0.178894	0.0075392206
DF-TMF10-BY4618	-0.043641333	0.03471356	-0.042928427	0.06387219	-0.052519545	0.16505314	-0.050518066
DF-TMF10-AY4701	0.064486735	-0.014220556	-0.01703588	-0.10181128	-0.044116456	0.172956	-0.018763166
DF-TMF10-AQ4701	0.065742515	-0.011529556	-0.04147084	-0.10119753	-0.027382176	0.17610174	0.014225443
DF-TMF15-CY5935	-0.009990177	-0.08265234	-0.020689966	-0.017225873	-0.011329077	0.17753305	-0.019022824
DF-TMF10-BQ5418	-0.030010652	-0.017483667	-0.011151362	-0.09930619	0.06343001	0.17543916	-0.017134096
DF-TMF15-CY1334	0.078399226	0.047910854	0.048208844	0.046025082	0.03199048	-0.12582146	0.031603847
DF-TMF15-CQ5034	-0.013222907	0.03639883	0.014137605	0.068659276	-0.055531703	0.16385886	0.008716772
DF-TMF10-AY1901	-0.023364104	0.018962579	0.025638144	0.047887426	0.06664042	-0.022229793	0.0066260826
DF-TMF10-CY2235	0.07110716	-0.041857596	0.044655345	-0.05815537	0.06785637	0.18488616	0.038532864
DF-TMF10-15077	-0.04410223	-0.02069601	0.05403591	0.072121434	0.013382487	-0.024318472	0.037374288
DF-TMF10-CY4333	0.02195726	-0.015409004	-0.034456417	0.06869614	-0.028828645	0.17712742	0.01925631
DF-TMF10-AY1201	0.0713115	0.038240477	-0.023794368	0.048035596	0.07314095	0.18346988	-0.018658793
DF-TMF10-CY2833	0.026066339	-0.080035724	-0.04536949	0.044872675	-0.05577165	-0.023768343	-0.026800845
DF-TMF10-BQ3518	-0.06693514	-0.023853453	-0.044712014	0.06999376	0.057407346	0.057617895	-0.053866845
DF-TMF10-AY2701	-0.045840345	-0.06936707	0.042694036	-0.0722367	0.0725603	0.18990022	0.0059378967
DF-TMF10-BQ4218	-0.04338118	-0.0826432	-0.044920493	0.016396772	0.06377671	0.15033977	-0.05586145
DF-TMF10-BY4818	-0.06364221	0.019847766	-0.0331686	0.0682074	-0.029979717	0.18327598	0.037249178
DF-TMF10-15081	0.016189773	0.018743495	0.04827474	-0.05580152	-0.0004651382	0.13441575	-0.014018081
DF-TMF10-CQ4533	-0.043102033	0.018091228	0.005690074	0.06956393	0.06835001	-0.13294812	-0.018766277
DF-TMF10-24552	-0.062704615	0.01765007	-0.0031546243	0.0685944	0.06393289	-0.12793301	0.043674435
DF-TMF10-CY3236	0.054188397	-0.025219524	-0.043942917	-0.100525245	-0.043616105	0.17587648	0.007378271
DF-TMF10-CQ4935	-0.0656101	-0.07202489	-0.043983605	-0.015995659	-0.05213429	-0.025546899	-0.019129505
DF-TMF10-24589	-0.041785154	-0.019794637	0.023452558	0.042017136	-0.05315335	0.15996538	-0.0083538005
DF-TMF10-BQ1218	-0.045280237	-0.0141704725	0.014800979	-0.05899673	0.072400525	0.185302	-0.01876885
DF-TMF10-15070	0.06850286	-0.021805946	0.035395123	0.07104235	-0.042408254	-0.02363144	0.045095813
DF-TMF10-AY3101	-0.043974325	-0.019805394	0.04572384	0.06928812	-0.059287354	0.1783861	0.007659902
DF-TMF10-BQ2718	-0.04641909	-0.024576154	0.041479647	-0.04123114	0.06745262	0.18778698	-0.037326373
DF-TMF10-CY3635	-0.06280951	-0.07535472	-0.039761644	-0.018629368	-0.05300282	0.049868483	0.031246984
DF-TMF10-BQ1918	-0.0053791343	0.037126146	-0.02756279	0.04886253	0.071187064	-0.021858346	0.04406597
DF-TMF10-BQ4318	0.02787388	-0.066049114	-0.045578722	0.045885414	0.0688299	0.18064162	0.0069440175
DF-TMF10-CQ4035	-0.043258138	0.03660453	0.054971807	0.016287772	0.07282382	-0.024744539	-0.02682725
DF-TMF10-AY5601	0.06265335	-0.052242864	-0.04886378	-0.076996975	-0.025685558	0.17333119	-0.025093071
DF-TMF10-BQ3118	-0.05073502	-0.064806074	-0.037753854	-0.10190336	-0.056999564	0.17558566	-0.05431522
DF-TMF10-BQ3018	0.06864571	0.06070019	-0.03147033	0.07198851	0.069941156	0.06041268	0.033906
DF-TMF10-15021	0.026270023	-0.07920417	-0.042516537	0.013620608	-0.05533887	-0.11709069	-0.0018156756
DF-TMF10-CQ2435	-0.06332136	0.024126502	0.0038899363	0.07139637	0.06966504	-0.023139503	0.006151369
DF-TMF10-CY4735	-0.04190346	-0.061530344	0.04563548	-0.03875279	-0.024856735	0.12145871	0.03152321
DF-TMF10-CQ3335	0.06437555	0.037492845	0.037265748	-0.09674857	0.07098742	0.18742023	0.014744716
DF-TMF10-AY3401	-0.00887714	-0.08195373	-0.04091595	-0.1027485	-0.057213984	0.17459561	-0.025402164
DF-TMF10-AQ1701	-0.055154495	-0.07176302	0.043863416	-0.10422991	0.0716633	0.18553163	-0.050483715
DF-TMF10-AY4901	-0.03733401	-0.083145104	-0.042583372	-0.087399185	-0.053085484	0.17278545	-0.01955592
DF-TMF15-CQ5234	-0.016065683	-0.0794528	0.013447723	-0.10253802	0.067787685	-0.12726848	-0.048127875
DF-TMF10-BY3418	-0.03977307	-0.07079954	-0.0069977785	0.013945813	-0.04856474	0.17389554	0.03288543
DF-TMF10-AY3001	0.067963384	0.026654195	0.022874126	-0.0910553	0.06916398	0.18140642	0.019683741
DF-TMF10-BY3318	0.08387549	0.058528464	0.050541293	0.07178143	0.07436128	0.17982844	0.044251036
DF-TMF10-AQ3301	-0.007927687	-0.060701754	-0.04352197	-0.08809383	-0.00752412	0.05384875	-0.0407307
DF-TMF10-BY2218	0.07187229	0.02473611	0.04937664	0.07059406	0.072564	0.1836978	0.0422182
DF-TMF10-AQ5101	-0.036157154	0.018734137	0.021448594	-0.019497488	0.06843139	0.1851991	0.0061853183
DF-TMF10-BQ4818	-0.0643432	0.0029189037	0.015858635	0.04696457	0.04960741	0.18599096	0.019690672
DF-TMF10-AY1601	-0.041674122	-0.07592363	-0.046635956	-0.100809775	0.0003039454	0.17542388	-0.017915329
DF-TMF15-CQ3434	-0.06314831	-0.07942197	-0.047230337	0.06763103	0.021617236	0.1440143	0.046298623
DF-TMF10-BY1218	-0.054114915	0.018641843	-0.033211805	0.06874931	0.05455239	0.18654375	-0.039169475
DF-TMF10-BQ5718	-0.044412944	0.04936775	-0.04403107	0.045296524	0.072690934	0.18620467	-0.019014163
DF-TMF10-CQ3134	0.06925256	-0.04313959	-0.039230827	-0.019873317	0.04783155	0.18056548	0.020598259
DF-TMF10-CY3836	0.034430947	-0.08250226	0.04565893	0.047422733	0.06743283	0.18524592	-0.025837105
DF-TMF10-24573	-0.042846013	-0.0397379	-0.026425194	0.070429154	0.05097144	-0.02424377	-0.051718827
DF-TMF10-CY3335	-0.06650321	0.03850003	0.03730439	-0.10620887	0.07016133	0.19206968	0.03172855
DF-TMF10-AY5101	0.04118298	-0.026572304	0.004690561	-0.055948272	0.06970939	0.18306333	0.0052415812
DF-TMF10-24565	-0.05842635	0.0029577797	-0.025562862	0.070239626	-0.057620715	-0.12892109	-0.032238312
DF-TMF10-24583	-0.04208726	-0.031453826	-0.031462368	0.06986155	0.07020446	-0.02391369	-0.051782772
DF-TMF10-AQ5501	0.017340813	-0.016314946	-0.027435826	0.070399925	0.067148	0.059951685	0.033414915
DF-TMF10-CQ5433	-0.04238978	0.00047594553	-0.043688457	0.06934865	0.0021258446	0.057514235	-0.032420877
DF-TMF10-AY3201	-0.014261945	-0.020565301	-0.044360925	0.014803816	-0.0005122269	0.11831911	-0.0545147
DF-TMF10-BQ5618	0.07833819	0.057511907	-0.012527149	0.048068997	0.07135491	0.059334967	0.046352424
DF-TMF15-CQ5633	0.07421757	0.05948768	0.012156656	0.04471573	-0.057260685	0.16516653	0.04518603
DF-TMF10-24586	0.07273037	0.037588876	0.022585666	0.071624264	0.06344288	-0.12626395	0.04084135
DF-TMF10-15062	0.07254104	-0.017071811	0.057058383	-0.102053694	0.060364764	0.06046931	0.044690534
DF-TMF10-15032	0.03441331	-0.016512167	-0.044605065	0.013851701	-0.045291267	-0.12379926	0.0382197
DF-TMF10-15057	0.074259885	-0.072241716	-0.0045006396	0.06892772	-0.05525476	0.054313075	0.046347227
DF-TMF10-AY5801	-0.053372845	-0.06668364	-0.041804496	-0.07558479	-0.050684765	0.17885128	-0.040333863
DF-TMF10-15037	0.076155886	0.01591547	-0.03335476	0.07172736	0.07509869	-0.023392556	0.018345805
DF-TMF10-AY4601	0.03905739	-0.06615835	-0.04568986	0.013456488	-0.03574233	0.17252707	-0.054730833
DF-TMF10-BY6019	0.050096504	-0.021811347	0.012501309	-0.04128366	0.07167317	0.18450977	0.041292664
DF-TMF10-CY3036	0.06794442	-0.012925167	0.012558647	0.04790368	0.07021989	0.1396408	0.018666727
DF-TMF15-CQ3534	-0.042343423	-0.07182842	0.03329681	0.0686771	-0.058693655	-0.02288033	-0.0541992
DF-TMF10-BQ5019	0.07190733	0.056821514	0.05072045	0.016335398	0.06790878	0.15511246	0.019811701
DF-TMF10-CY4935	-0.06539447	-0.08034046	-0.041765302	-0.085605	-0.05756792	0.113440774	0.013886746
DF-TMF10-CY1334	-0.060488235	-0.01258458	-0.03203999	-0.097629115	0.026598658	0.17415418	0.0070193955
DF-TMF10-15091	0.06538278	-0.011067665	-0.046867218	0.014044056	-0.04215367	-0.12097044	0.04426776
DF-TMF10-AQ6001	0.06770776	0.018325593	0.04756766	-0.09963428	0.06937084	0.18192352	0.0137045905
DF-TMF10-BY4718	-0.04053523	-0.062423866	-0.040444624	-0.08722625	-0.056499735	0.13266593	-0.045620877
DF-TMF10-AQ5901	0.07736075	0.016989723	-0.027930653	-0.06003283	0.072288536	-0.0247605	-0.05225905
DF-TMF10-BY5218	-0.04460484	-0.039192848	-0.049731944	0.07229431	0.06383306	-0.024528714	0.0064515844
DF-TMF10-BY3718	-0.043035656	-0.07581834	-0.045560062	0.07085861	-0.032898	0.18191902	-0.024975464
DF-TMF10-AY2801	-0.031365696	-0.023154225	-0.02793441	0.014227782	0.012436161	0.18395197	0.045873668
DF-TMF10-CY3935	-0.0397587	-0.010619893	-0.045140676	0.06920658	0.0646535	-0.12473218	-0.018642437
DF-TMF10-15045	-0.06001646	0.0022153382	-0.045816828	0.069151245	-0.0012689634	-0.12578188	-0.0130011905
DF-TMF10-BY1418	-0.04285271	-0.022481652	0.054330453	0.071513526	0.07194659	0.14303312	-0.00040252105
DF-TMF10-AY2201	0.07141767	-0.06838922	0.0057894355	-0.01950704	0.07200406	0.18272492	0.030962413
DF-TMF10-24563	-0.041561518	-0.07808906	-0.04326984	-0.019391011	-0.056803253	-0.1214217	-0.042937648
DF-TMF10-BQ1518	-0.044622496	0.05088271	0.056050323	-0.017083447	0.055527363	0.18639185	0.03231531
DF-TMF10-CY5735	-0.008817502	-0.08273809	-0.010070634	0.07252597	0.030458504	-0.022536367	-0.019128207
DF-TMF10-15110	0.061664138	0.051730398	0.05315673	0.072941035	0.07511043	-0.021883424	0.04691177
DF-TMF10-CY4834	-0.014666602	-0.08332822	0.04419113	0.047643032	0.069944516	0.122099236	0.018911274
DF-TMF10-AQ1601	0.031843137	-0.07678232	-0.043936558	-0.065326914	0.027507994	0.17762095	-0.029616194
DF-TMF10-BY3118	-0.059822485	-0.07178942	-0.029611485	-0.10250445	-0.056522142	0.17584196	-0.053550467
DF-TMF10-BY3018	0.040845864	0.05326901	-0.022261081	0.071903124	0.00029062794	0.1519169	0.03292117
DF-TMF10-BY5818	-0.04129337	-0.07899382	-0.04388664	-0.017837916	-0.04011259	0.17887172	-0.031352174
DF-TMF10-15106	-0.05217363	-0.024908418	-0.045761093	0.07011258	0.014439238	-0.12108947	0.044864044
DF-TMF10-AQ5601	0.042683646	-0.025612794	-0.047771618	-0.07813401	-0.043393284	0.17700058	0.04574155
DF-TMF10-BY2318	0.07847444	0.023851125	0.035947576	-0.10879226	0.07275034	0.15992795	0.042695653
DF-TMF10-AQ2701	-0.04786234	-0.06966202	-0.042194948	-0.10622754	0.071662195	0.18992507	-0.04686295
DF-TMF10-15052	0.05948204	-0.025007771	-0.04517084	0.067437686	-0.03845711	-0.12392852	0.012879681
DF-TMF10-CQ1334	-0.058715887	-0.025415502	-0.040586285	-0.09827965	0.03739135	0.16987196	0.013417741
DF-TMF15-CQ4636	0.016739823	0.046682954	0.050315313	0.01593922	0.05902197	-0.12328593	-0.04881404
DF-TMF10-CY2736	0.061565433	-0.072795816	0.0440291	-0.058868732	0.039545693	-0.12632689	0.030230239
DF-TMF10-AQ3001	0.046137683	-0.029115353	-0.044770513	-0.10440959	0.03171979	0.17722304	-0.055164497
DF-TMF10-CY3734	-0.0326273	-0.071776815	-0.03426976	-0.07966187	-0.0533525	0.15750873	-0.031645473
DF-TMF10-AY1801	-0.064801216	0.019604452	-0.00662295	-0.05990002	0.03888119	0.12501496	0.012755785
DF-TMF10-AQ1201	-0.016890105	-0.061994515	-0.0423702	-0.10528076	-0.053381894	0.17480649	-0.052636016
DF-TMF10-AQ4301	0.065072104	-0.038750157	-0.043526597	-0.10252557	0.06440635	0.1809902	0.038806055
DF-TMF10-CY4533	-0.060586117	0.00083624234	0.04839854	0.07014684	0.05506827	0.057324547	-0.042714436
DF-TMF10-BY3218	-0.053904667	-0.056851633	-0.042907808	0.071025506	0.066510975	-0.12729016	-0.049090993
DF-TMF10-15098	0.07474266	-0.06207991	-0.04035775	0.06994217	-0.024953827	-0.121428125	0.044877045
