Feature	T2DM_combined	T2DM_SGMP	T2DM_GGMP
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__ Eubacterium "	0.26992599999999994	0.49133099999999985	0.34602491290463055
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio"	0.26713499999999996	0.720613	0.26393299100014517
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium"	0.26503200000000005	0.524051	0.26032669835970385
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__"	0.25966800000000007	0.46891200000000005	0.4423469480330962
"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila"	0.25786700000000007	0.39273900000000006	0.22262846566990865
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Ralstonia"	0.2557080000000001	0.017	0.44706234576861664
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum"	0.2537619999999999	0.54628	0.03463855421686747
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__"	0.25279300000000005	0.844252	0.2530846276672957
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger"	0.2526250000000001	0.017	0.31712467339236466
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53"	0.25201799999999996	0.35744199999999987	0.3990351466105385
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium"	0.24528200000000006	0.017	0.24963710262737698
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus"	0.23847899999999997	0.7123490000000001	0.34493622078676145
"k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__"	0.23337	0.511479	0.29161298809696623
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__"	0.23117600000000008	0.017	0.33624256060386126
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__ Paraprevotellaceae ;g__ Prevotella "	0.22778700000000004	0.82977	0.15575782043838005
"k__Bacteria;p__Bacteroidetes;c__ Saprospirae ;o__ Saprospirales ;f__Chitinophagaceae;g__Sediminibacterium"	0.22630799999999998	0.017	0.34231882348671805
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__"	0.21741	0.517289	0.18174580853534616
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__ Mogibacteriaceae ;g__"	0.20803500000000003	0.25312000000000007	0.24795416606183768
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides"	0.20658199999999996	0.9207940000000001	0.45928745100885465
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus"	0.20561999999999997	0.617691	0.19332223472202065
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__ Paraprevotellaceae ;g__Paraprevotella"	0.200885	0.3346240000000001	0.25151963274785893
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__"	0.19012099999999998	0.15560500000000002	0.24602400566119895
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__"	0.181303	0.48081100000000015	0.24430477935839742
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus"	0.18091400000000002	0.063949	0.3229060821599652
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__ Odoribacteraceae ;g__Odoribacter"	0.171033	0.33525499999999997	0.32205100522572216
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__ Barnesiellaceae ;g__"	0.167371	0.20801099999999997	0.3686379554362026
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium"	0.158444	0.017	0.16744765205399917
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus"	0.149906	0.6452860000000001	0.5515155501524168
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium"	0.13973700000000003	0.7326030000000001	0.1008446436347801
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter"	0.13387500000000002	0.017	0.23941473726230228
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania"	0.12802100000000002	0.017	0.2000086188125998
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__"	0.12754700000000002	0.017	0.2468700101611264
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__"	0.116729	0.017	0.1889720024677021
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus"	0.11201500000000002	0.025170999999999992	0.14196998838728409
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum"	0.110858	0.017	0.2858678690666279
"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter"	0.09779499999999999	0.017	0.15758364784438958
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum"	0.09690299999999999	0.017	0.23401437073595588
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas"	0.08360600000000001	0.017	0.16444014007838584
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces"	0.082483	0.017	0.14688044346058932
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas"	0.08055699999999999	0.017	0.17906036797793584
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter"	0.07656600000000002	0.22133999999999998	0.09625172376251996
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella"	0.07373400000000001	0.01786699999999999	0.1679738532443025
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__"	0.07108500000000001	0.017	0.18284810930468862
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__ Paraprevotellaceae ;g__"	0.07026200000000002	0.356342	0.09593645667005372
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium"	0.06865900000000001	0.017	0.25854850123385104
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__ Tissierellaceae ;g__WAL_1855D"	0.06848799999999998	0.017	0.1492460807083757
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes"	0.06171499999999999	0.017	0.10816156191029173
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas"	0.055499000000000014	0.017	0.13372314559442589
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia"	0.05500700000000002	0.017	0.10006895050079838
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas"	0.054191	0.017	0.10349606256350706
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia"	0.05325100000000001	0.017	0.1979922702859631
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium"	0.052283	0.017	0.0992456270866599
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__"	0.052002	0.017	0.1100894542023516
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__"	0.051002000000000026	0.9342959999999999	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter"	0.04070100000000001	0.017	0.0776396247641167
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter"	0.03885799999999999	0.017	0.14720705109595006
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter"	0.037825	0.6172350000000002	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium"	0.03771699999999999	0.30097299999999994	0.13527906807954712
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas"	0.03718499999999999	0.162894	0.04166061837712294
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__Idiomarina"	0.036929000000000003	0.017	0.09376360865147339
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia"	0.036262000000000016	0.017	0.06082613586877633
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium"	0.03607400000000001	0.017	0.08014588474379446
"k__Bacteria;p__Bacteroidetes;c__ Saprospirae ;o__ Saprospirales ;f__Chitinophagaceae;g__"	0.033433000000000004	0.017	0.07123675424589926
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__"	0.033414	0.017	0.05236155465234432
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__02d06"	0.033393	0.12427400000000004	0.042921686746987965
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__"	0.033370000000000004	0.017	0.1088125090724343
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas"	0.032551000000000004	0.017	0.053692934388155006
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__ Tissierellaceae ;g__Peptoniphilus"	0.030707999999999992	0.017	0.07630144070256932
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus"	0.030605999999999987	0.01886599999999998	0.03985520394832342
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus"	0.030563999999999987	0.017	0.07056312599796778
"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia"	0.029746999999999992	0.017	0.050987080853534594
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium"	0.029675999999999998	0.017	0.06770304107998258
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus"	0.029658999999999994	0.017	0.07420570837567135
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium"	0.02879600000000001	0.18737800000000004	0.03463855421686747
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__"	0.02874900000000001	0.18565500000000004	0.035972202061257064
"k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__"	0.02841300000000001	0.793966	0.03455917041660619
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia"	0.02785099999999998	0.017	0.04019542023515749
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax"	0.026938000000000004	0.017	0.041733197851647544
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Christensenella"	0.026934	0.017	0.05680704746697632
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__ Chromatiaceae ;g__Rheinheimera"	0.026932	0.017	0.03878465669908549
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Saccharopolyspora"	0.026927000000000003	0.017	0.051120899259689344
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter"	0.026924999999999998	0.017	0.04827669110175644
"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus"	0.026922000000000005	0.017	0.049864367106982145
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus"	0.026920000000000003	0.017	0.05273125635070402
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;g__Methylotenera"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Edwardsiella"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__ Weeksellaceae ;g__Chryseobacterium"	0.026	0.017	0.0544754318478734
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella"	0.026	0.020619	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Proteocatella"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Plesiomonas"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria;g__Malus"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__ Cerasicoccales ;f__ Cerasicoccaceae ;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Bacteroidetes;c__ Saprospirae ;o__ Saprospirales ;f__Chitinophagaceae;g__Niabella"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus"	0.026	0.017	0.034597728262447384
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__ Mogibacteriaceae ;g__Mogibacterium"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Anaerorhabdus"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Camelimonas"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Providencia"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Shinella"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Methyloversatilis"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hylemonella"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Sharpea"	0.026	0.017	0.03463855421686747
"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Arsenicicoccus"	0.026	0.017	0.03463855421686747
