SampleID	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus
G445302003	0.009350338	0.04979055	-0.039000534	-0.10031925	-0.0545745	0.17800777	0.014492988
G445302334	-0.06889986	0.005228242	-0.047449924	-0.10407501	0.06711285	-0.024242228	0.040539347
G440883628	0.08581128	-0.06747079	0.057564627	-0.102206245	0.07315927	-0.111068405	0.029014036
G440981109	0.07416284	-0.060274165	-0.039808623	-0.04968114	-0.054064587	0.0471431	-0.047618337
G441802206	0.0866492	-0.066181876	0.060229663	-0.105400495	0.06691373	-0.018030375	-0.03328438
G441802415	0.022919971	-0.018275851	-0.041218303	-0.03695152	-0.057077315	0.1554511	-0.04718727
G445302055	-0.06782799	0.05062261	0.018003067	-0.086406484	-0.05648652	-0.10924214	-0.012843389
G440981481	-0.06733649	-0.019798381	-0.040106714	0.052838027	0.039404795	-0.106044486	-0.03930364
G440205036	-0.043258592	-0.044715337	-0.04193289	-0.03911182	0.06851362	-0.018792504	-0.047259163
G440282620	-0.04968576	-0.05860225	-0.034836903	-0.014227027	-0.053029425	-0.10144082	-0.04442447
G440104127	0.08096336	-0.06507776	0.053082667	-0.10840906	0.07006855	-0.111936085	-0.04160825
G440883410	-0.013658575	-0.06605083	0.04523196	-0.105184585	0.061342772	-0.10536601	-0.027316637
G441802122	0.08589238	0.05725694	0.04973107	0.072571695	0.07700923	-0.12400031	0.04123456
G440305581	-0.047167704	-0.049621858	-0.011443757	0.07241717	0.018149724	-0.109887265	-0.033464327
G440104488	-0.052819155	-0.065125465	0.0022962927	-0.10607334	0.073147655	-0.018634269	-0.045366656
G445224551	-0.050181165	0.02635248	-0.04280814	0.06710574	-0.053283893	-0.10564148	-0.04856686
G445224012	-0.0121744955	0.052306812	0.057425093	-0.100048974	-0.029256703	0.18130465	0.03626648
G440305139	0.022511246	-0.014541807	0.005175565	-0.10961599	0.06388407	-0.11976513	0.028549477
G445302342	-0.07282471	-0.043552533	-0.037559442	-0.10131363	-0.049329776	-0.109781794	-0.046518814
G441284334	-0.044450376	0.051233727	0.058497824	0.047097616	-0.028311498	-0.11961132	0.038372554
G441303630	-0.064972155	0.05020688	-0.046142645	0.06911677	-0.057607166	-0.11486093	0.029911563
G440606479	-0.05139099	-0.025143007	0.048541736	-0.10587272	-0.053655725	0.14407551	0.01054726
G441424197	0.092818275	0.05992842	0.052576117	0.0231799	0.07512626	-0.016631655	0.03993225
G445224380	0.014644301	0.050583176	-0.048920725	0.050380997	0.06861746	-0.11990159	-0.03746314
G440282126	-0.0656228	-0.059648823	0.053212997	-0.104880825	-0.052333206	-0.021790003	-0.044232387
G441502480	-0.045308802	-0.05925929	-0.042461976	0.05049194	-0.045685373	-0.10374319	-0.04779803
G440883189	0.058799837	-0.07417562	-0.012833712	-0.1062934	0.072527975	0.05531103	-0.013043212
G440282043	-0.061615497	-0.015809832	-0.039594088	0.06873828	0.0140732005	-0.11259687	-0.043051865
G440981103	-0.045007758	-0.054294936	-0.041080438	0.069176406	-0.061864607	0.17956111	-0.046389922
G441303171	0.08140913	-0.06918401	0.0445593	-0.104440495	-0.03646689	-0.01916838	-0.04098677
G445224455	0.08876754	-0.015575186	0.018875655	-0.1083929	0.06086946	-0.10852693	0.00093079056
G440282500	-0.06599883	-0.030855995	-0.04072573	-0.10384599	0.06431492	-0.11528165	-0.032993887
G440883620	-0.040937107	-0.05816671	-0.03782868	-0.10067396	-0.05369551	-0.022110509	0.011893032
G440606215	-0.06847957	-0.06814082	0.058167186	0.069623716	-0.05359602	0.1783641	-0.0027493644
G440606495	-0.04155938	-0.048143264	0.0060000033	0.07142998	-0.00037139092	-0.103743434	-0.023169177
G440606009	-0.039150666	-0.06031559	-0.036908053	0.051185865	-0.044835463	-0.10704988	-0.041355252
G440883066	0.060305733	-0.061302815	-0.04192108	0.06996071	-0.057918455	0.050955705	-0.050522827
G441502430	-0.044234127	-0.070220485	-0.012955708	-0.03890841	0.07145693	0.18055679	0.039481957
G441424514	-0.060878318	0.053373516	0.04542474	0.05299662	0.070814446	-0.025871709	0.028006036
G441802355	-0.049883872	-0.06982295	-0.02215427	-0.107422404	0.07447256	0.18208292	-0.045511115
G441284507	-0.064955875	-0.072554834	0.039538767	-0.10475288	-0.05803183	-0.1114545	0.03940585
G441284076	0.08243018	-0.03280187	-0.04446362	0.07257932	0.075898245	-0.12234307	0.033368528
G441284031	-0.041399907	-0.06738014	0.012531118	0.070582144	0.071252234	0.18141344	0.010457249
G440883343	-0.046531405	0.047199108	-0.036485605	-0.013986608	-0.05057824	-0.107026055	-0.029999785
G440282407	0.06444204	-0.014005628	-0.015877321	0.018726716	0.026959918	0.1867236	-0.043810613
G440104023	0.081889465	0.057324953	0.058923222	-0.10520536	0.07534661	0.18782058	0.010385084
G440883019	0.012447693	0.04934445	-0.051783625	0.07057886	-0.057561856	-0.112549715	0.042567406
G445224383	-0.040224593	-0.05969393	-0.04148305	0.050408036	0.027440157	0.1749256	-0.040913634
G445302411	-0.06269035	0.026475467	-6.546277e-05	-0.09740484	-0.056335595	-0.023211747	-0.049823258
G440981477	-0.04283451	0.047991853	-0.038660392	-0.01215244	0.014312629	-0.10827196	-0.047747444
G440282035	0.08315139	-0.07155062	0.057724584	0.019831514	0.07435255	-0.019704266	0.032430608
G440606512	-0.023142356	-0.067003615	0.059844874	-0.108794294	0.069225416	0.18314485	-0.032550342
G440282504	-0.04706473	0.048959672	-0.04418326	0.06982558	-0.043884397	-0.01739284	-0.04745045
G440305524	0.028356273	-0.026555045	-0.04192081	0.018878456	-0.057572532	-0.10695911	-0.010203427
G441303264	0.09171171	0.059147827	0.060787957	0.07453098	0.063079335	-0.12111104	0.041536354
G441502220	-0.057970136	-0.058104794	-0.04025512	0.05096928	-0.056210935	-0.10448879	-0.046347708
G440981154	-0.064395234	0.04079504	-0.048254162	0.067012176	-0.061734308	0.18709624	-0.03310464
G440883271	0.010471964	-0.0049875514	-0.04205917	0.049546637	-0.054683845	-0.107196935	-0.013984233
G441802533	-0.068433926	-0.022687862	-0.034018654	-0.10573634	0.015957111	0.05058286	0.041785583
G445224419	-0.047918737	-0.062377524	-0.03798108	-0.08657872	-0.054284193	0.10786511	-0.03225301
G441284640	0.041164268	0.05866658	0.059341613	0.020194132	-0.060677014	-0.1158943	0.041362975
G441802486	0.08178243	-0.065136	0.031666264	-0.10501402	-0.057418324	-0.10794923	-0.035860874
G440883337	0.092080444	0.0530364	-0.041685987	0.07425254	0.046141274	-0.017588947	0.040650785
G441303520	-0.052838363	-0.021393925	0.04185558	-0.03889353	0.072500445	-0.1106847	0.04236283
G445302392	-0.045965746	-0.055662982	-0.039487455	-0.101937056	-0.033815764	-0.103483774	-0.04013427
G445224222	-0.05415881	0.018565359	0.060344525	-0.0837105	0.013196612	-0.1170609	0.034552902
G440305290	-0.024261128	-0.01485133	-0.033840936	-0.10163536	-0.049232762	0.15807797	-0.04343463
G440282324	-0.04363515	-0.063916035	-0.03259975	-0.05543692	0.0038640553	-0.11104927	-0.041659977
G445302300	0.089558184	0.038958173	-0.048798647	-0.10330634	0.07621784	-0.019888155	-0.015080516
G445302475	-0.027096778	-0.012360721	0.0082538165	-0.039162695	-0.017922686	-0.11553421	0.0069174767
G440205427	-0.039924126	-0.056677066	-0.03636856	-0.098253705	-0.046154413	-0.10649249	-0.03823891
G441802512	0.053989053	0.050543156	0.007896408	-0.10637603	0.07582238	0.18309951	-0.044633225
G445302155	-0.039313562	-0.07084008	-0.045984562	-0.10575084	0.05403904	-0.1121767	-0.0063586617
G441502392	-0.042418376	-0.008923958	-0.038330726	0.06724211	-0.05685357	0.170188	-0.047796153
G441802417	0.08207294	-0.011378838	-0.0061716433	-0.07907351	-0.05702032	-0.10803368	-0.040069666
G441284314	0.093377925	-0.011395066	0.058561012	0.053634975	0.075688936	-0.11254834	0.042459358
G445302189	0.008735029	0.054477382	0.058368277	-0.10593673	0.06981163	-0.114423715	0.04022873
G441502544	0.0012191469	-0.062089723	-0.017262746	-0.055720743	-0.057950307	-0.10696987	0.032375287
G441502427	-0.04468149	-0.055556662	-0.051534846	0.053835187	0.013136861	-0.113698356	0.031720687
G445224094	0.087925404	0.02719111	-0.02434922	0.074076794	-0.048810106	-0.11316766	0.04192052
G440606560	-0.040205516	-0.061642546	-0.043010138	-0.104965776	-0.05464209	-0.020182302	0.009347716
G440981312	-0.051462896	-0.05384227	-0.039790045	0.0723296	-0.04449443	-0.11318518	-0.014281685
G440282105	-0.066744514	0.04622237	-0.041054558	0.068291254	-0.056670003	-0.10401026	-0.032014776
G440104004	0.08393577	0.04526449	0.06014687	-0.10816019	0.076350026	0.1937421	0.038001385
G440883265	-0.07037532	-0.06722726	0.058712285	0.021227418	0.06838722	-0.11220244	-0.015434209
G440305508	-0.06950584	0.0500369	0.060845643	-0.09731986	0.072511986	0.052963514	-0.03617435
G440205287	0.09008259	-0.045627657	0.059056878	0.07539113	0.07400993	-0.014374826	0.00806396
G440305412	-0.07624951	0.03164576	-0.039096676	-0.106042184	0.0040192525	-0.110948235	0.0072658444
G440606404	-0.075666994	-0.05328812	0.04600662	-0.1099495	-0.030681234	-0.018721022	0.00054088084
G445224605	0.084398456	-0.06393527	0.01538423	0.07439608	0.04025217	-0.10552643	-0.026066441
G441502050	-0.07069576	-0.06923638	-0.04344472	-0.07108483	0.0033971216	0.13651426	0.016018078
G441424137	-0.07266485	-0.060158983	-0.043055817	0.051074136	-0.046017047	-0.020186422	-0.04914181
G441502265	0.08728793	-0.022505872	0.05610221	-0.052618314	0.0689395	-0.1112112	0.030373286
G440282557	-0.046645314	-0.057191715	0.029756086	0.07211025	-0.058627035	-0.112436816	-0.014831475
G440104308	0.09194465	0.04670685	0.061311763	-0.10852039	0.07401155	-0.12277803	0.042388756
G445224467	0.08985441	-0.014630362	0.006400101	-0.10962122	-0.06083196	-0.11564286	-0.014956076
G441284114	0.017819177	0.052821547	0.043224353	-0.10507915	0.012471914	0.117550045	0.010878247
G440883149	-0.0600849	0.026044363	-0.03749339	-0.09604976	-0.051412616	0.15944116	-0.04641334
G440883389	-0.07012416	-0.05829884	-0.038870122	0.048786122	-0.055241466	-0.105370544	-0.0446478
G441502144	-0.04336039	-0.06166386	0.04612102	-0.100283094	0.07330619	-0.11013531	-0.038658053
G445302361	-0.061139442	-0.059449837	-0.03744093	-0.016005911	0.009464782	-0.019402016	-0.042892486
G440305094	-0.07191677	-0.06659644	0.024754692	0.07464063	0.0076466724	-0.117451884	0.038974486
G445224316	0.08501731	0.019063478	-0.043066785	0.07047244	-0.05000207	0.053855848	0.017987179
G441284207	-0.047119662	0.05243383	-0.030650552	-0.10189777	-0.0570614	0.11674309	-0.021013161
G445224167	0.008910422	0.040113695	0.0033995586	0.06886267	-0.016081441	-0.12171334	-0.047786437
G441284310	0.03715256	-0.010347647	-0.046357512	-0.09180895	-0.029511131	0.13098522	-0.030139145
G440883408	-0.072684094	-0.011751042	0.04801791	0.050095312	0.07654516	0.04989382	-0.027340932
G440282273	0.0081792055	0.049162865	-0.042302888	-0.038000587	-0.05774754	0.16593933	-0.013034218
G440883576	0.06649507	-0.063660294	-0.039614398	0.051479883	-0.0561765	-0.021435406	-0.04501147
G441284343	-0.06054024	0.041936453	-0.040590197	-0.08002593	0.0038490228	-0.110987954	0.040514257
G440104532	0.09112351	0.013599439	-0.018290777	-0.10297173	0.07184477	-0.117543004	0.010478456
G440104150	0.081052184	-0.065995455	-0.045864187	-0.103459395	0.0485736	-0.106059626	-0.047169674
G440606586	-0.06538552	-0.06451026	-0.044367887	-0.10450453	-0.044211805	-0.11396747	0.019672856
G445302126	-0.042424344	-0.064787455	-0.041950546	-0.038713634	0.016073857	-0.10850365	-0.049898744
G445302541	-0.040231913	-0.015385135	-0.038949344	-0.036590133	-0.056194425	0.105569154	-0.048239738
G441802270	-0.04463742	-0.052744765	-0.041258797	-0.09943835	-0.05226662	-0.10236056	-0.0115931295
